date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-11-21,20,12.8,27.4,,,,1.8,,1016.9,
2019-11-22,21.7,13,27.4,,,,5.1,,1017,
2019-11-23,20.4,14.8,27.4,,,268,9,,1016.6,
2019-11-24,20.5,14.9,26,,,270,8.6,,1015.8,
2019-11-25,21.4,14,27,,,320,3.7,,1016.4,
2019-11-26,22.2,16.3,28.2,,,73,7.6,,1015.7,
2019-11-27,20.7,14.9,28.2,,,47,9,,1015.8,
2019-11-28,17.8,16.4,26.5,0.8,,60,12.3,,1016.6,
2019-11-29,18.5,12.3,23.2,0,,352,7.4,,1017.2,
2019-11-30,16.4,13,24.2,,,,6.9,,1017.5,
2019-12-01,16.6,9.4,22,,,,6.3,,1017.2,
2019-12-02,15.9,9.4,22.4,,,276,8.1,,1017.8,
2019-12-03,16.7,8.6,23.1,,,,7.7,,1017.1,
2019-12-04,16.2,8.5,23.6,,,,3.4,,1019.1,
2019-12-05,16.6,8.2,23.5,,,,2.9,,1021.2,
2019-12-06,16.3,9,23.2,,,,4.5,,1020.6,
2019-12-07,16.5,9.8,23.2,,,,2.4,,1019.3,
2019-12-08,16.7,9.9,23.2,,,,3.2,,1019.1,
2019-12-09,16.1,8.8,23,,,,3.1,,1018.3,
2019-12-10,15.7,8.6,23.2,,,,2.8,,1015.6,
2019-12-11,17.3,8.7,22.6,,,,3.7,,1014.1,
2019-12-12,16.7,12.2,23.2,,,,12.8,,1012.8,
2019-12-13,15.1,13.4,20.6,39.9,,126,12.9,,1013.3,
2019-12-14,14.4,9.5,18.2,0,,,4.2,,1020,
2019-12-15,13,9.3,18.4,,,268,9.3,,1019.7,
2019-12-16,11.1,10.2,18.2,,,279,13.3,,1020.3,
2019-12-17,10.4,9,12.5,,,287,10.5,,1021.5,
2019-12-18,11.2,8.8,15,,,,6.9,,1020.3,
2019-12-19,10.6,5.4,15.5,,,,3.2,,1018.7,
2019-12-20,10.8,8,15.4,,,,4.3,,1016.7,
2019-12-21,12.2,8.9,16.4,,,273,8,,1017.4,
2019-12-22,10.7,9,17,,,290,10.8,,1018.4,
2019-12-23,9.1,7,14,,,,9,,1017.7,
2019-12-24,10.2,5.5,15,,,,6,,1019.6,
2019-12-25,8.2,5.4,15,,,281,11.3,,1018.7,
2019-12-26,8,5.6,11.6,,,288,8.5,,1018.1,
2019-12-27,8.6,4.2,12.3,,,,5.4,,1019,
2019-12-28,7.1,3,12.9,,,,3.4,,1019.8,
2019-12-29,8.6,3.2,13.2,,,,3.7,,1020,
2019-12-30,6.4,2.9,13.6,,,,3.6,,1019.5,
2019-12-31,9,5,14,,,,4.2,,1020.8,
2020-01-01,11.9,3.1,19,,,,5,,1021.2,
2020-01-02,14.8,5.6,21.3,,,21,2.6,,1021,
2020-01-03,15.4,8.4,21,,,31,3.1,,1018.6,
2020-01-04,14.6,8.6,22.5,,,325,5.7,,1017.8,
2020-01-05,14.3,7.2,20.3,,,316,6.3,,1018.1,
2020-01-06,14.7,9.4,20.8,,,13,5.9,,1019,
2020-01-07,14.8,13,20.2,0,,94,10,,1016.6,
2020-01-08,12.8,11,18.8,5.1,,2,8.8,,1014.8,
2020-01-09,9.4,8,14.5,9.9,,285,11.8,,1019.6,
2020-01-10,9.7,5.4,15,0,,283,8.9,,1020.2,
2020-01-11,12,5.6,19,,,295,5.6,,1019.6,
2020-01-12,14.5,7.6,21,,,308,4.9,,1016.4,
2020-01-13,15.3,9.6,21.1,,,97,10.9,,1011.8,
2020-01-14,12.8,9,20.6,,,316,9.2,,1015.6,
2020-01-15,13.1,6.7,18,,,324,7,,1016.6,
2020-01-16,12.2,8,18.4,0.3,,317,7.5,,1015.4,
2020-01-17,12.7,10.4,16,20.1,,302,8.9,,1016.6,
2020-01-18,12.2,10,16,0,,338,3.6,,1020.7,
2020-01-19,9.9,6.2,15.8,,,284,12,,1019.4,
2020-01-20,11.5,7.6,15.8,,,290,7.7,,1018.4,
2020-01-21,13.4,8.8,18.8,,,66,5,,1018.8,
2020-01-22,11.3,8.1,19.6,,,275,8.1,,1020.9,
2020-01-23,12.6,6.6,19.2,,,276,13.9,,1019.1,
2020-01-24,13.3,6,20,,,277,12.2,,1016.6,
2020-01-25,13.6,6,20.4,,,331,4.2,,1016.7,
2020-01-26,14.6,7.2,21,,,317,5.6,,1015,
2020-01-27,16.1,9.4,22.2,,,34,6.9,,1012.1,
2020-01-28,15.7,11.4,22.2,4.1,,85,13,,1010.8,
2020-01-29,14.7,9.2,20.3,3,,319,7.4,,1016.9,
2020-01-30,13.8,8,20,0,,286,11,,1017.8,
2020-01-31,11.9,6.2,19.8,,,288,8.8,,1015.8,
2020-02-01,13.4,6.9,19.2,,,329,6.6,,1018.5,
2020-02-02,11.9,6,20,,,282,8.3,,1020.1,
2020-02-03,13.9,6.1,21,,,307,5.5,,1018.6,
2020-02-04,15.1,6.5,21.4,,,27,4.1,,1017,
2020-02-05,14.2,7.6,22.2,,,314,8,,1017.2,
2020-02-06,12.7,7.1,21.2,,,299,6.4,,1016.7,
2020-02-07,13.2,6.8,19.6,,,324,5.5,,1019.1,
2020-02-08,14,7,20.6,,,303,7.8,,1021.1,
2020-02-09,14.4,7.4,21,,,315,5.2,,1021.5,
2020-02-10,13.1,7,21.6,,,312,5,,1019.5,
2020-02-11,15.4,6.8,21.4,,,312,5,,1019.8,
2020-02-12,16.1,8.6,23.8,,,277,10.7,,1019.2,
2020-02-13,19,10.2,27,,,267,15.2,,1016.1,
2020-02-14,17.2,13,27.2,,,280,15.7,,1013.3,
2020-02-15,17.4,8.6,25,,,267,14.4,,1013.5,
2020-02-16,17.7,9.1,25.8,,,310,7.1,,1016.4,
2020-02-17,17.7,9.6,26.3,,,307,7.9,,1017.6,
2020-02-18,18,8.8,26.4,,,297,8.9,,1014.9,
2020-02-19,20,9.4,26.6,,,93,11.6,,1013.3,
2020-02-20,20.8,13.9,26.6,,,107,18,,1012.8,
2020-02-21,16.2,14,28,3,,52,15.7,,1016.8,
2020-02-22,18.4,12.4,24,0,,45,7.9,,1020.3,
2020-02-23,20.3,13.6,25.4,,,329,6.7,,1018.4,
2020-02-24,19.7,12.2,26.1,,,317,7.2,,1014.9,
2020-02-25,19.7,13,26.5,,,297,7.2,,1013.7,
2020-02-26,20.1,13.7,26.4,,,322,6.3,,1014.3,
2020-02-27,21.1,14.3,27.2,,,113,8.7,,1014.7,
2020-02-28,21.2,16.6,27.7,,,114,16,,1013.2,
2020-02-29,19.8,16,27.6,,,103,17.5,,1012.7,
2020-03-01,20.6,13.9,28.6,,,75,8.4,,1013.1,
2020-03-02,21.4,15.3,28,,,326,3.8,,1013,
2020-03-03,21.7,14.8,28.2,,,324,5.9,,1011.3,
2020-03-04,20.7,15.1,28.4,,,63,9.3,,1010.6,
2020-03-05,19.1,13.9,29.4,6.1,,93,14.5,,1010.6,
2020-03-06,15.9,13,21,15,,97,14.9,,1009.5,
2020-03-07,17.6,12.2,20,22.1,,110,9.1,,1014.2,
2020-03-08,18.1,12.4,25,0,,319,7,,1016.3,
2020-03-09,18.7,12.3,25,,,278,12.9,,1013.6,
2020-03-10,19.9,10.2,26.4,,,65,5.6,,1012.2,
2020-03-11,20.8,15,26.4,0.5,,104,14,,1009.3,
2020-03-12,21.6,15,27.7,0.8,,93,9.5,,1011.7,
2020-03-13,20.6,13.6,27.8,0,,312,6.9,,1013.7,
2020-03-14,17.7,16.2,23.2,0.8,,49,9.7,,1014.9,
2020-03-15,18.8,12.4,25.6,0.5,,338,6.3,,1016.8,
2020-03-16,20.2,13.6,27.1,0,,302,7.5,,1016.6,
2020-03-17,21.2,14,28.2,,,287,9.8,,1016.4,
2020-03-18,22.8,14,29.4,,,300,8.1,,1014.6,
2020-03-19,23.6,16,30,,,322,6.2,,1011.4,
2020-03-20,24.7,16.9,31.5,,,64,7,,1010.4,
2020-03-21,24.5,18.1,31,,,325,5.9,,1010.8,
2020-03-22,24.8,16.4,31.2,,,331,6.2,,1012.6,
2020-03-23,24.7,17.3,31.2,,,307,5,,1012.2,
2020-03-24,23.4,19.4,31,,,100,7.1,,1010.8,
2020-03-25,24.8,17.2,32.4,,,327,6.1,,1011.3,
2020-03-26,22.9,20,33,,,282,11.2,,1012.7,
2020-03-27,20.8,18,25.4,0.5,,358,10.7,,1014.3,
2020-03-28,22.2,15.9,28,3,,326,9,,1014.8,
2020-03-29,23.8,15.7,30,0,,302,12.5,,1012.8,
2020-03-30,22.9,16.2,30,,,285,11.1,,1012.6,
2020-03-31,23.9,17,32.2,,,299,10.3,,1011.4,
2020-04-01,24.4,16.6,31.8,3,,303,9,,1010.4,
2020-04-02,24.4,16.8,31.2,0,,299,13.3,,1011,
2020-04-03,23.7,15.6,32.2,,,290,9.9,,1012.3,
2020-04-04,24.6,14.8,32.8,,,317,7.5,,1012.2,
2020-04-05,26.2,17.3,33.8,,,342,6.6,,1012.7,
2020-04-06,29,19.1,36.6,,,324,8,,1011.5,
2020-04-07,26.3,18.1,37.5,,,307,12.8,,1009.6,
2020-04-08,26.4,18,34.2,,,301,12.1,,1010.3,
2020-04-09,25.9,16.9,34.7,,,286,9,,1010.8,
2020-04-10,28.5,17.9,35.8,,,319,5.4,,1011.6,
2020-04-11,29.8,20.6,37.6,,,334,7.5,,1012.4,
2020-04-12,29.2,19.5,37,,,281,11,,1010.4,
2020-04-13,30.4,21.1,38.6,,,317,6.7,,1008.2,
2020-04-14,32.2,24.1,39.6,,,27,4.3,,1008.4,
2020-04-15,32,26.4,41.2,,,347,6.5,,1008,
2020-04-16,31.9,23,39.8,,,291,9,,1006.9,
2020-04-17,30.6,24.8,40.4,,,20,11.6,,1006.4,
2020-04-18,28.4,24,36.6,,,73,12.5,,1008.1,
2020-04-19,28.5,19.6,38.4,0.5,,328,7.8,,1008.1,
2020-04-20,26.6,21,31,0,,316,6.1,,1009,
2020-04-21,28.3,18.9,34.6,,,316,8,,1009.1,
2020-04-22,29.8,19.4,36.6,,,320,5.3,,1007.7,
2020-04-23,29,25.8,35.2,,,338,5.4,,1006.7,
2020-04-24,29.8,20.6,36.8,,,341,4.9,,1005.2,
2020-04-25,30.7,24.2,37.4,,,137,7.2,,1005.4,
2020-04-26,24,20,31,8.9,,113,12.8,,1008.4,
2020-04-27,27.1,18.6,34,4.1,,104,15.4,,1011.1,
2020-04-28,29.1,22.1,33.4,0,,89,8.6,,1011.1,
2020-04-29,30.9,23.1,36,,,140,6.8,,1008.3,
2020-04-30,31.6,24.5,38.2,,,130,7.5,,1007.8,
2020-05-01,31.4,24.1,39.6,,,47,9,,1005.7,
2020-05-02,29.9,24.5,40.5,,,100,13.9,,1005.1,
2020-05-03,26.9,22.4,38.7,2,,86,11.2,,1006.5,
2020-05-04,28.6,19.5,34.6,5.1,,9,6.9,,1008.5,
2020-05-05,30.9,22.1,38.2,0,,326,6.8,,1007.2,
2020-05-06,29.7,23.1,38.2,,,92,7.8,,1006.5,
2020-05-07,30.4,21.7,39.1,,,87,9.8,,1007,
2020-05-08,32.4,22.6,40.2,,,126,8.4,,1005.3,
2020-05-09,33.6,24.5,41.2,,,110,9.1,,1005.8,
2020-05-10,27.3,23.4,42.2,,,100,12.9,,1007.3,
2020-05-11,29.7,20.2,36.9,,,106,11,,1008.2,
2020-05-12,31.5,23.6,37.4,,,80,9.7,,1007.6,
2020-05-13,30.2,25.8,38.6,,,10,6.4,,1006.9,
2020-05-14,30.5,23.4,41.1,,,38,5.9,,1005.8,
2020-05-15,32.2,22.8,41.1,0,,299,12.2,,1005.5,
2020-05-16,32.9,24.5,40.2,,,298,10.1,,1004.4,
2020-05-17,32.3,24,41.2,,,296,6,,1002.9,
2020-05-18,33.2,23.6,41,,,316,8.3,,1002.1,
2020-05-19,34.1,23.4,42,,,348,5.3,,1001.5,
2020-05-20,33.8,22.4,42.8,,,311,9.5,,1001,
2020-05-21,34.8,22.9,43.2,,,294,11.2,,1000.2,
2020-05-22,36.6,24.4,45.4,,,338,5.9,,1000.1,
2020-05-23,37.9,27.6,45.4,,,292,8.6,,1001.2,
2020-05-24,37.9,32,45.6,,,295,10.8,,1001.8,
2020-05-25,37.2,26.6,45.2,,,285,10.1,,1001.5,
2020-05-26,38.4,29.1,46.2,,,305,10.6,,999.7,
2020-05-27,38.1,28.5,47.6,,,351,12,,998.1,
2020-05-28,32.3,24.6,47.2,,,99,17.8,,1000,
2020-05-29,28.9,22,41.8,3,,99,17.5,,1003.3,
2020-05-30,28.3,22,36.1,3,,130,13.1,,1005.2,
2020-05-31,25.5,20.1,36.1,5.1,,117,12.7,,1007.4,
2020-06-01,29.6,19.8,35.2,10.9,,9,3,,1007.4,
2020-06-02,31.1,23.5,36.2,0,,320,7.3,,1005.7,
2020-06-03,31.4,24.5,36.2,,,327,5.1,,1003.7,
2020-06-04,28.6,25.1,39,,,40,6.7,,1002.8,
2020-06-05,29.1,23.2,37.4,,,125,8.4,,1003,
2020-06-06,30.6,23.4,36.6,,,109,8.8,,1002.3,
2020-06-07,29.2,21,38.2,7.1,,33,8.7,,1002,
2020-06-08,32.6,24.5,37.2,1,,336,6.7,,1001.6,
2020-06-09,35.4,26.2,41.2,0,,355,7.4,,1001.3,
2020-06-10,34.1,28.4,42.6,,,320,5.9,,1000.9,
2020-06-11,35.2,26.5,43.6,,,327,6,,999.6,
2020-06-12,35.7,29,42.2,,,89,10.2,,998.5,
2020-06-13,32,29.4,42,,,100,10.2,,999.2,
2020-06-14,34.8,27.2,42.2,,,22,6.7,,1000.5,
2020-06-15,36.2,28.5,41.4,,,275,8.4,,998.6,
2020-06-16,35.8,29.1,43.2,,,112,9.3,,996.3,
2020-06-17,35,29,41.2,,,99,14.4,,995.8,
2020-06-18,36.5,27.5,43.2,,,135,11.7,,996.4,
2020-06-19,36.1,29.5,44.2,,,109,13.4,,998.2,
2020-06-20,31.9,27,43.1,,,171,12.5,,1000.5,
2020-06-21,31.8,25.1,39.9,1,,82,9.3,,1000,
2020-06-22,32.4,24.2,38.2,1,,41,9.5,,1000,
2020-06-23,32.5,27.2,38.5,0,,97,14.6,,1001.9,
2020-06-24,30.8,29,39.1,,,110,14.3,,1002.9,
2020-06-25,31.9,28.2,39.4,,,308,6.5,,1000.6,
2020-06-26,32.6,28.9,39.4,,,282,10.1,,999.6,
2020-06-27,34.6,29.2,40.6,,,254,13.3,,998.4,
2020-06-28,37.2,30.4,42.6,,,268,13.2,,997.4,
2020-06-29,33.8,28,42.6,,,274,13,,999.5,
2020-06-30,33.1,28,42.2,,,111,11.9,,1001,
2020-07-01,34.2,30,40.3,,,113,10.5,,999.6,
2020-07-02,35.7,30.6,40.6,,,109,8.6,,997.3,
2020-07-03,34.3,31,41.8,,,129,11.7,,996.6,
2020-07-04,32.5,29,43.2,,,114,14.5,,997.3,
2020-07-05,29.1,23.5,38.6,49,,54,10.2,,998.2,
2020-07-06,31.2,28,35.2,0,,85,9.7,,997.5,
2020-07-07,29.4,27.8,37.4,,,93,16.2,,1000.3,
2020-07-08,30,27,35,,,92,12.2,,1001.8,
2020-07-09,32.4,28,36.4,,,281,5.7,,998.4,
2020-07-10,33.1,30,38,,,253,12.4,,996.1,
2020-07-11,32.1,25.8,38.8,3,,314,9.9,,997.6,
2020-07-12,29.7,26,37.1,0,,321,10.3,,998.9,
2020-07-13,31.9,27,37.4,,,292,7.7,,998.7,
2020-07-14,33.9,28.5,39.4,,,291,7.1,,999.5,
2020-07-15,32.4,30,39.4,,,95,14.1,,1000,
2020-07-16,32.1,29.8,37.2,0,,98,12.3,,999.3,
2020-07-17,32.1,29,38.6,,,99,13.2,,999.8,
2020-07-18,31.9,30,37.2,,,96,10.7,,1000.8,
2020-07-19,29.8,26.2,37.1,17,,287,9,,999.8,
2020-07-20,28.1,26,32,3,,279,9.1,,998.1,
2020-07-21,26.5,24.6,33,7.1,,94,9.4,,1001.2,
2020-07-22,26.1,24,33,35.1,,298,7.3,,1002.3,
2020-07-23,29.7,24.6,33,81,,317,5,,1001.3,
2020-07-24,29.4,24,35.8,0,,91,8.4,,1003.8,
2020-07-25,30.1,25.3,34,23.1,,84,8.1,,1005.6,
2020-07-26,31.7,27.6,35,0,,55,4.3,,1005.1,
2020-07-27,31.9,28.6,36.4,,,264,10.7,,1002.5,
2020-07-28,32.8,29,38,,,280,9,,1000.3,
2020-07-29,28.9,26,38,,,136,8.3,,1000.9,
2020-07-30,28.5,25.5,37.4,,,111,8.2,,1002.9,
2020-07-31,30.5,27.4,33.2,,,79,4.9,,1002,
2020-08-01,29.2,27.6,35,0,,170,6.1,,1001.1,
2020-08-02,31,26.8,35.8,6.1,,,4.2,,999.2,
2020-08-03,31.8,27.6,37.2,9.9,,245,5.3,,995,
2020-08-04,32.2,28.1,37.2,0,,263,4.2,,993.2,
2020-08-05,30.6,28.6,34.8,,,,3.6,,994.3,
2020-08-06,32,28.8,36.4,,,95,12.4,,997.5,
2020-08-07,30.9,27.9,36.8,,,104,14.5,,1000.7,
2020-08-08,31.7,29,36.8,,,355,3.6,,998.9,
2020-08-09,29.7,26.5,34,18,,311,6.2,,998.5,
2020-08-10,30.5,28,34,0.8,,89,7,,999.5,
2020-08-11,30.6,28,35.8,0,,283,6.3,,999.2,
2020-08-12,30.7,25,36.6,0,,265,10.6,,998.1,
2020-08-13,27.1,25,37.2,94,,27,6.1,,997.7,
2020-08-14,29,26,31,7.1,,79,9.4,,997.1,
2020-08-15,30.1,27,33,0.5,,107,9.6,,997.1,
2020-08-16,30.8,27.6,35,0,,114,8.8,,998,
2020-08-17,29.9,28,34.2,,,108,7,,998.3,
2020-08-18,29.5,27.6,34,,,182,7.3,,999,
2020-08-19,26.7,24,34,3,,59,5,,999,
2020-08-20,26.6,24,30,88.9,,98,8.6,,1001.6,
2020-08-21,29.4,24.7,33,6.1,,74,9.7,,1003,
2020-08-22,29.9,26.2,33.6,0,,73,13.8,,1002.1,
2020-08-23,28.8,27,34.4,,,86,14.7,,1000.7,
2020-08-24,28.4,27,34.2,,,110,14,,1001.2,
2020-08-25,29.1,26.6,31.4,,,135,9.5,,1003.2,
2020-08-26,29.6,27,32,,,269,6.9,,1004.5,
2020-08-27,30.4,26.5,34.6,,,287,7,,1003.8,
2020-08-28,28.1,26,35.8,,,348,6.6,,1002,
2020-08-29,30.1,25.7,33,,,59,5.7,,1001.4,
2020-08-30,27.9,26.6,34.1,,,85,16,,1001.2,
2020-08-31,28.4,25.6,31,,,128,13.3,,1003.5,
2020-09-01,29.7,25.4,33,,,162,8,,1005,
2020-09-02,30.1,26,34,,,313,5.7,,1007.1,
2020-09-03,30.5,28,34.6,,,87,10.4,,1007.4,
2020-09-04,29.7,27.8,35.6,,,109,8.7,,1006.4,
2020-09-05,28.7,25,35,,,304,6.3,,1004.6,
2020-09-06,29.6,25,35.8,,,288,4.6,,1003.7,
2020-09-07,28.4,26.6,34,,,327,4.3,,1004.3,
2020-09-08,30.3,25.4,34.4,,,294,6.6,,1005,
2020-09-09,30.8,27.6,34.6,,,303,7.5,,1004.6,
2020-09-10,30.7,27,35.6,,,317,6.4,,1002.3,
2020-09-11,31.7,26.5,36,,,337,4.3,,1002.6,
2020-09-12,31.9,26.9,37.2,,,350,4,,1005.2,
2020-09-13,31.6,28,36.8,,,350,4.4,,1005.2,
2020-09-14,31.3,28,36.2,,,340,4,,1004.2,
2020-09-15,31.6,26,36.4,,,337,3.2,,1003.6,
2020-09-16,32.2,27.6,36.4,,,303,6.1,,1003.3,
2020-09-17,32.3,27.5,37.2,,,283,10.7,,1002.9,
2020-09-18,32.5,28,37.8,,,284,11.2,,1002,
2020-09-19,32.2,28,38,,,330,5.2,,1002.3,
2020-09-20,31.8,27.6,36.8,,,327,7.6,,1001.7,
2020-09-21,31.8,27.4,36.5,,,338,6.7,,1000.7,
2020-09-22,31.4,28.4,36.8,,,90,7.1,,1000.9,
2020-09-23,30.9,28.6,36.7,,,101,7.7,,1001.1,
2020-09-24,30.4,27,35.4,,,92,7,,1003.3,
2020-09-25,31,26.8,36.4,,,271,8,,1002.8,
2020-09-26,28.8,26,37.2,,,292,7.4,,1002.9,
2020-09-27,29,23.6,35,,,295,6.7,,1005.7,
2020-09-28,30.1,23.6,35.6,,,308,8.3,,1006.7,
2020-09-29,29.7,24,36.1,,,298,9.8,,1006.4,
2020-09-30,28.9,23,35,,,283,10,,1005.4,
2020-10-01,29.6,23,36,,,321,7,,1005.1,
2020-10-02,29.2,22.5,36.4,,,303,6.5,,1005.8,
2020-10-03,28.2,23,35.5,,,308,6.2,,1006.8,
2020-10-04,27.6,20.8,35.5,,,331,5.6,,1007.7,
2020-10-05,27.9,20.9,35.2,,,325,7.2,,1007.4,
2020-10-06,27.8,20.8,35.2,,,325,6.6,,1007.8,
2020-10-07,28.3,20.8,35.5,,,320,7.3,,1009.6,
2020-10-08,28.2,21.2,35.4,,,322,6,,1010,
2020-10-09,27.8,21,35,,,327,4.5,,1010.1,
2020-10-10,27.8,21,34.4,,,306,6.1,,1008.9,
2020-10-11,27.2,21.5,34.2,,,308,6,,1007,
2020-10-12,27.2,21.2,34,,,327,3.6,,1005.5,
2020-10-13,28.3,21.6,34,,,49,3.8,,1006.2,
2020-10-14,29.1,24.5,34,,,12,2.6,,1007.6,
2020-10-15,27.9,23,34,,,347,3.3,,1008.4,
2020-10-16,26.4,20.4,34.4,,,330,3.1,,1008.3,
2020-10-17,25.7,19,33.8,,,333,3.1,,1009.1,
2020-10-18,25.9,19.8,33,,,313,5.4,,1009.1,
2020-10-19,25.7,19.2,33.2,,,313,7.1,,1008.6,
2020-10-20,24.8,17,33.2,,,330,4.4,,1008.4,
2020-10-21,25.7,17,33,,,355,2.6,,1009.4,
2020-10-22,24.9,19.4,35,,,3,1.8,,1008.1,
2020-10-23,25,17.4,32,,,348,2.3,,1007.8,
2020-10-24,23.7,18,31,,,330,3.7,,1008.9,
2020-10-25,23.8,16.7,32,,,343,2.2,,1011.3,
2020-10-26,24.5,18,32.2,,,334,3.7,,1012.6,
2020-10-27,23.1,18,32.2,,,303,5.9,,1012.6,
2020-10-28,22.2,14.9,30.4,,,337,2.4,,1013.4,
2020-10-29,21.6,15,30,,,353,0.7,,1014.2,
2020-10-30,22.7,15,30,,,318,5,,1013.9,
2020-10-31,21.6,14.6,30,,,308,6.8,,1013.9,
2020-11-01,21.6,13.8,30,,,328,4.9,,1014.5,
2020-11-02,19.3,14,28.6,,,336,3.1,,1015.2,
2020-11-03,21.1,12.7,29,,,342,3.2,,1014.5,
2020-11-04,19.4,15,30.4,,,317,3.3,,1013.3,
2020-11-05,20.2,13.4,30,,,325,3.2,,1014.5,
2020-11-06,20.1,14,29,,,332,2.5,,1017.4,
2020-11-07,20.4,15,28.5,,,334,3.4,,1018.2,
2020-11-08,19.8,14,28.2,,,352,0.8,,1018.7,
2020-11-09,18.6,13,26,,,336,2.1,,1017.2,
2020-11-10,19.1,13,27,,,22,2,,1016,
2020-11-11,19.5,14,27,,,25,2.9,,1017.9,
2020-11-12,20.6,14.6,27.5,,,3,1.1,,1019.1,
2020-11-13,19.7,14,28,,,323,2.9,,1017.8,
2020-11-14,19.1,13,27,,,3,1.7,,1015.4,
2020-11-15,20.9,15,28,,,112,11.1,,1014.7,
2020-11-16,20.1,17.6,27.4,2,,84,8.3,,1016.5,
2020-11-17,19.1,14,25,0,,294,5.7,,1015.1,
2020-11-18,17.5,13,24.6,,,335,3,,1013.9,
2020-11-19,17.2,12,24,,,338,2.8,,1014.5,
2020-11-20,17.1,12,24,,,313,7,,1015.9,
2020-11-21,16,9,23.6,,,285,8.8,,1016.4,
2020-11-22,15.4,9,23.1,,,328,4.4,,1016.9,
2020-11-23,15.3,9,23,,,,1.1,,1017.3,
2020-11-24,17.1,9.6,24,,,16,2.6,,1016.8,
2020-11-25,18.2,13.1,23.8,,,53,6,,1016.9,
2020-11-26,19.1,15.8,24,,,340,7.1,,1019.2,
2020-11-27,17.1,11.2,24,,,278,8.2,,1020.9,
2020-11-28,17.4,10.6,25,,,285,8.6,,1019.9,
2020-11-29,16.1,8.8,24,,,336,2.6,,1018.4,
2020-11-30,16.2,9,24,,,337,2.7,,1017.6,
2020-12-01,16.9,10.5,25,,,341,2.2,,1017.6,
2020-12-02,18,10.6,26,,,329,3.8,,1015.6,
2020-12-03,17.2,10,25,,,328,2.9,,1014.8,
2020-12-04,18.1,11,26,,,65,4.4,,1013,
2020-12-05,18.9,13.6,26,,,103,9.4,,1013.2,
2020-12-06,19.5,15,26,,,4,6,,1015.7,
2020-12-07,17.3,13,25,,,287,5.8,,1017.5,
2020-12-08,17.8,12.6,26,,,353,1.9,,1017.6,
2020-12-09,18.8,12.4,27,,,349,1.5,,1015.6,
2020-12-10,19.3,13,26,,,328,3.2,,1015.2,
2020-12-11,18.3,13.7,25.6,,,36,4.2,,1015.1,
2020-12-12,16.8,15,21,,,328,6.2,,1015.5,
2020-12-13,14.1,11.6,21.2,,,300,9.3,,1016.2,
2020-12-14,13.2,9.4,18.2,,,309,9,,1017.2,
2020-12-15,11.9,6.4,17,,,321,6.5,,1019.3,
2020-12-16,10.6,6,16,,,287,7.7,,1021.3,
2020-12-17,8.8,4.5,16.2,,,280,12.7,,1020.6,
2020-12-18,11.4,5,19.2,,,286,9.2,,1018.8,
2020-12-19,12.1,5.7,20,,,288,7.8,,1019.4,
2020-12-20,13.1,6,22,,,321,5.1,,1019.6,
2020-12-21,13.6,8.5,21,,,327,3.8,,1017.6,
2020-12-22,13.3,7.7,22,,,343,2.1,,1016.5,
2020-12-23,13.7,7.1,22,,,339,2.1,,1015.7,
2020-12-24,13.1,7.5,21,,,339,2.5,,1016.2,
2020-12-25,12.9,6.9,21,,,335,3.1,,1017.3,
2020-12-26,13,6.7,20.5,,,331,4,,1016.5,
2020-12-27,15.1,8.2,21,,,49,8.9,,1013.9,
2020-12-28,12.4,6,20.2,,,318,7.8,,1016.9,
2020-12-29,10.1,5.1,18.4,,,284,8.3,,1017.9,
2020-12-30,9.9,5,16.2,,,290,8.7,,1019.4,
2020-12-31,9.2,5.7,15.2,,,311,4.1,,1018.5,
2021-01-01,10.9,4.1,18,,,45,3.9,,1018,
2021-01-02,14.4,9.5,19,0.5,,80,8.2,,1016.3,
2021-01-03,14.1,11.4,19.4,18,,85,9.7,,1014.6,
2021-01-04,16.8,12.3,20,5.1,,2,6.1,,1016.4,
2021-01-05,16.9,14.4,20.4,11.9,,53,8.6,,1015.6,
2021-01-06,16.4,14.5,19.2,9.9,,310,6.8,,1015.3,
2021-01-07,15.5,13,19,5.1,,300,8.5,,1015.2,
2021-01-08,13.4,11.2,18.8,0,,322,3.7,,1015.2,
2021-01-09,14.4,11,19,,,286,8.4,,1015.6,
2021-01-10,10.2,8.6,19.2,,,280,12.7,,1016.5,
2021-01-11,11.2,7,16,,,281,11.5,,1016.8,
2021-01-12,10.6,5.6,16,,,326,4.2,,1017.2,
2021-01-13,9.9,4.6,16,,,305,3.2,,1016.6,
2021-01-14,11.8,4.9,19,,,357,2.3,,1016.1,
2021-01-15,12.7,9,21,,,1,1.7,,1014.6,
2021-01-16,10.1,8,19,,,298,4.6,,1013.6,
2021-01-17,10.8,6,15.3,,,82,10.1,,1015.8,
2021-01-18,12.5,9.7,17.6,,,88,5.6,,1016.8,
2021-01-19,13.6,9,18.4,,,,5.7,,1014.6,
2021-01-20,11.7,8.5,16.8,,,270,9.1,,1015.1,
2021-01-21,12.7,7.2,20.2,,,283,6.8,,1014.3,
2021-01-22,11.8,7.7,20.2,,,97,7.9,,1014.8,
2021-01-23,13.6,8.5,18,,,118,10.6,,1013.5,
2021-01-24,12,10.2,17.5,,,308,7.5,,1016.4,
2021-01-25,12.1,9,17,,,318,6.7,,1018.4,
