Date,Hour,Hourly Demand Met (in MW)
2018-09-20,17,4972.54
2018-09-20,18,4842.23
2018-09-20,19,4947.15
2018-09-20,20,4826.32
2018-09-20,21,4794.98
2018-09-20,22,5028.88
2018-09-20,23,5123.89
2018-09-21,0,4844.28
2018-09-21,1,4562.44
2018-09-21,2,4268.67
2018-09-21,3,4094.58
2018-09-21,4,3960.42
2018-09-21,5,3836.98
2018-09-21,6,3738.94
2018-09-21,7,3737.19
2018-09-21,8,3812.2
2018-09-21,9,4073.91
2018-09-21,10,4486.3
2018-09-21,11,4685.45
2018-09-21,12,4820.89
2018-09-21,13,4612.6
2018-09-21,14,4747.43
2018-09-21,15,4730.63
2018-09-21,16,4637.32
2018-09-21,17,4465.69
2018-09-21,18,4448.89
2018-09-21,19,4490.97
2018-09-21,20,4407.45
2018-09-21,21,4369.41
2018-09-21,22,4486.2
2018-09-21,23,4393.46
2018-09-22,0,4195.15
2018-09-22,1,3894.1
2018-09-22,2,3714.03
2018-09-22,3,3526.21
2018-09-22,4,3424.24
2018-09-22,5,3414.05
2018-09-22,6,3480.85
2018-09-22,7,3495.09
2018-09-22,8,3501.27
2018-09-22,9,3740.81
2018-09-22,10,4056.05
2018-09-22,11,4185.77
2018-09-22,12,4221.74
2018-09-22,13,4011.02
2018-09-22,14,4028.55
2018-09-22,15,4046.79
2018-09-22,16,4048.31
2018-09-22,17,4012.19
2018-09-22,18,4068.42
2018-09-22,19,4129.54
2018-09-22,20,3964.38
2018-09-22,21,3803.35
2018-09-22,22,3832.83
2018-09-22,23,3839.59
2018-09-23,0,3676.25
2018-09-23,1,3480.46
2018-09-23,2,3338.15
2018-09-23,3,3208.73
2018-09-23,4,3108.76
2018-09-23,5,3100.44
2018-09-23,6,3089.25
2018-09-23,7,3150.79
2018-09-23,8,3197.92
2018-09-23,9,3352.44
2018-09-23,10,3584.98
2018-09-23,11,3731.46
2018-09-23,12,3767.8
2018-09-23,13,3605.79
2018-09-23,14,3668.59
2018-09-23,15,3666.62
2018-09-23,16,3633.97
2018-09-23,17,3646.76
2018-09-23,18,3788.98
2018-09-23,19,3875.72
2018-09-23,20,3687.49
2018-09-23,21,3641.17
2018-09-23,22,3684.38
2018-09-23,23,3591.95
2018-09-24,0,3381.59
2018-09-24,1,3198.96
2018-09-24,2,3067.9
2018-09-24,3,2960.26
2018-09-24,4,2901.59
2018-09-24,5,2953.6
2018-09-24,6,3195.57
2018-09-24,7,3310.93
2018-09-24,8,3406.28
2018-09-24,9,3667.86
2018-09-24,10,3999.86
2018-09-24,11,4145.7
2018-09-24,12,4169.79
2018-09-24,13,3951.63
2018-09-24,14,4068.43
2018-09-24,15,4095.88
2018-09-24,16,4026.25
2018-09-24,17,4012.41
2018-09-24,18,4037.65
2018-09-24,19,4032.78
2018-09-24,20,3751.48
2018-09-24,21,3518.98
2018-09-24,22,3423.02
2018-09-24,23,3309.55
2018-09-25,0,3106.73
2018-09-25,1,2951.07
2018-09-25,2,2836.52
2018-09-25,3,2737.14
2018-09-25,4,2687.21
2018-09-25,5,2784.47
2018-09-25,6,3066.11
2018-09-25,7,3224.64
2018-09-25,8,3315.23
2018-09-25,9,3554.45
2018-09-25,10,3860.63
2018-09-25,11,3827.95
2018-09-25,12,3789.86
2018-09-25,13,3579.43
2018-09-25,14,3678.71
2018-09-25,15,3751.35
2018-09-25,16,3783.16
2018-09-25,17,3815.41
2018-09-25,18,3856.64
2018-09-25,19,3889.83
2018-09-25,20,3619.56
2018-09-25,21,3393.79
2018-09-25,22,3280.04
2018-09-25,23,3136.43
2018-09-26,0,2922.35
2018-09-26,1,2780.53
2018-09-26,2,2667.77
2018-09-26,3,2585.09
2018-09-26,4,2552.3
2018-09-26,5,2673.07
2018-09-26,6,2998.22
2018-09-26,7,3159.92
2018-09-26,8,3277.02
2018-09-26,9,3612.38
2018-09-26,10,4037.9
2018-09-26,11,4134.63
2018-09-26,12,4136.86
2018-09-26,13,3951.57
2018-09-26,14,4072.78
2018-09-26,15,4105.39
2018-09-26,16,4082.47
2018-09-26,17,4089.65
2018-09-26,18,4144.37
2018-09-26,19,4110.96
2018-09-26,20,3916.97
2018-09-26,21,3713.72
2018-09-26,22,3669.87
2018-09-26,23,3546.85
2018-09-27,0,3336.59
2018-09-27,1,3174.13
2018-09-27,2,3041.63
2018-09-27,3,2932.2
2018-09-27,4,2888.82
2018-09-27,5,2968.22
2018-09-27,6,3204.33
2018-09-27,7,3377.21
2018-09-27,8,3455.19
2018-09-27,9,3787.09
2018-09-27,10,4155.16
2018-09-27,11,4249.05
2018-09-27,12,4260.67
2018-09-27,13,4074.64
2018-09-27,14,4182.8
2018-09-27,15,4252.85
2018-09-27,16,4220.71
2018-09-27,17,4260.23
2018-09-27,18,4253
2018-09-27,19,4234.95
2018-09-27,20,4071.9
2018-09-27,21,3911.39
2018-09-27,22,3919.71
2018-09-27,23,3870.77
2018-09-28,0,3642.91
2018-09-28,1,3427.82
2018-09-28,2,3286.24
2018-09-28,3,3155.56
2018-09-28,4,3088.34
2018-09-28,5,3142.54
2018-09-28,6,3374.33
2018-09-28,7,3496.87
2018-09-28,8,3603.98
2018-09-28,9,3970.12
2018-09-28,10,4306.33
2018-09-28,11,4406.37
2018-09-28,12,4395.99
2018-09-28,13,4186.12
2018-09-28,14,4287.78
2018-09-28,15,4360.48
2018-09-28,16,4342.2
2018-09-28,17,4293.44
2018-09-28,18,4315.75
2018-09-28,19,4372.67
2018-09-28,20,4169.11
2018-09-28,21,4024.06
2018-09-28,22,4071.15
2018-09-28,23,4076.71
2018-09-29,0,3863.48
2018-09-29,1,3658.47
2018-09-29,2,3503.15
2018-09-29,3,3358.7
2018-09-29,4,3263.55
2018-09-29,5,3267.2
2018-09-29,6,3387.45
2018-09-29,7,3447.74
2018-09-29,8,3476.92
2018-09-29,9,3766.33
2018-09-29,10,4068.9
2018-09-29,11,4201.74
2018-09-29,12,4288.43
2018-09-29,13,4070.88
2018-09-29,14,4210.7
2018-09-29,15,4303.16
2018-09-29,16,4299.6
2018-09-29,17,4250.29
2018-09-29,18,4320.68
2018-09-29,19,4381.24
2018-09-29,20,4241.31
2018-09-29,21,4112.47
2018-09-29,22,4222.75
2018-09-29,23,4247.14
2018-09-30,0,4030.96
2018-09-30,1,3796.2
2018-09-30,2,3609.92
2018-09-30,3,3461.93
2018-09-30,4,3340.97
2018-09-30,5,3305.53
2018-09-30,6,3288
2018-09-30,7,3398.06
2018-09-30,8,3425.5
2018-09-30,9,3573.52
2018-09-30,10,3743.47
2018-09-30,11,3868.92
2018-09-30,12,3893.07
2018-09-30,13,3733.37
2018-09-30,14,3810.23
2018-09-30,15,3815.77
2018-09-30,16,3770.98
2018-09-30,17,3775.48
2018-09-30,18,3890.65
2018-09-30,19,4007
2018-09-30,20,3943.24
2018-09-30,21,3950.45
2018-09-30,22,4053.33
2018-09-30,23,4075.49
2018-10-01,0,3874.09
2018-10-01,1,3643.01
2018-10-01,2,3453.98
2018-10-01,3,3311.59
2018-10-01,4,3206.35
2018-10-01,5,3229.87
2018-10-01,6,3403.97
2018-10-01,7,3486.39
2018-10-01,8,3530.52
2018-10-01,9,3868.27
2018-10-01,10,4265.76
2018-10-01,11,4375.21
2018-10-01,12,4427.45
2018-10-01,13,4270.2
2018-10-01,14,4431.53
2018-10-01,15,4501.83
2018-10-01,16,4483.64
2018-10-01,17,4400.72
2018-10-01,18,4391.99
2018-10-01,19,4390.41
2018-10-01,20,4237.75
2018-10-01,21,4121.23
2018-10-01,22,4244.85
2018-10-01,23,4277.38
2018-10-02,0,4051.86
2018-10-02,1,3818.92
2018-10-02,2,3631.84
2018-10-02,3,3473.59
2018-10-02,4,3341.36
2018-10-02,5,3292.51
2018-10-02,6,3286.91
2018-10-02,7,3280.77
2018-10-02,8,3240.92
2018-10-02,9,3172.66
2018-10-02,10,3303.62
2018-10-02,11,3372.94
2018-10-02,12,3376.88
2018-10-02,13,3340.62
2018-10-02,14,3388.61
2018-10-02,15,3435.98
2018-10-02,16,3414.77
2018-10-02,17,3372.9
2018-10-02,18,3542.68
2018-10-02,19,3745.58
2018-10-02,20,3771.46
2018-10-02,21,3867.27
2018-10-02,22,4002.28
2018-10-02,23,3991.41
2018-10-03,0,3773.46
2018-10-03,1,3545.92
2018-10-03,2,3367.44
2018-10-03,3,3220.54
2018-10-03,4,3119.35
2018-10-03,5,3144.92
2018-10-03,6,3314.43
2018-10-03,7,3351.25
2018-10-03,8,3448.71
2018-10-03,9,3842.95
2018-10-03,10,4255.55
2018-10-03,11,4405.47
2018-10-03,12,4437.29
2018-10-03,13,4271.62
2018-10-03,14,4433.32
2018-10-03,15,4575.92
2018-10-03,16,4574.76
2018-10-03,17,4509.83
2018-10-03,18,4496.77
2018-10-03,19,4432.14
2018-10-03,20,4328.65
2018-10-03,21,4271.03
2018-10-03,22,4424.04
2018-10-03,23,4451.58
2018-10-04,0,4187.35
2018-10-04,1,3924
2018-10-04,2,3714.74
2018-10-04,3,3546.6
2018-10-04,4,3410.83
2018-10-04,5,3416.34
2018-10-04,6,3562.91
2018-10-04,7,3576.58
2018-10-04,8,3653.56
2018-10-04,9,3993.27
2018-10-04,10,4428.29
2018-10-04,11,4541.81
2018-10-04,12,4587.61
2018-10-04,13,4401.19
2018-10-04,14,4559.51
2018-10-04,15,4631.9
2018-10-04,16,4605.45
2018-10-04,17,4537.48
2018-10-04,18,4574.94
2018-10-04,19,4539.61
2018-10-04,20,4333.91
2018-10-04,21,4201.67
2018-10-04,22,4340.66
2018-10-04,23,4359.63
2018-10-05,0,4118.77
2018-10-05,1,3852.55
2018-10-05,2,3664.72
2018-10-05,3,3503.65
2018-10-05,4,3384.73
2018-10-05,5,3405.42
2018-10-05,6,3567.38
2018-10-05,7,3627.84
2018-10-05,8,3692.03
2018-10-05,9,4019.33
2018-10-05,10,4423.31
2018-10-05,11,4568.52
2018-10-05,12,4571.92
2018-10-05,13,4355.16
2018-10-05,14,4471.46
2018-10-05,15,4614.31
2018-10-05,16,4559.37
2018-10-05,17,4512.37
2018-10-05,18,4531.98
2018-10-05,19,4482.75
2018-10-05,20,4263.87
2018-10-05,21,4104.96
2018-10-05,22,4188.64
2018-10-05,23,4213.45
2018-10-06,0,4039.08
2018-10-06,1,3824.87
2018-10-06,2,3662.07
2018-10-06,3,3466.58
2018-10-06,4,3358.5
2018-10-06,5,3359.18
2018-10-06,6,3427.97
2018-10-06,7,3472.31
2018-10-06,8,3505.46
2018-10-06,9,3710.08
2018-10-06,10,4027.81
2018-10-06,11,4100.73
2018-10-06,12,4130.71
2018-10-06,13,3977.42
2018-10-06,14,3925.14
2018-10-06,15,4067.44
2018-10-06,16,4115.35
2018-10-06,17,4079.58
2018-10-06,18,4173.43
2018-10-06,19,4173.4
2018-10-06,20,4008.2
2018-10-06,21,3883.85
2018-10-06,22,3941.85
2018-10-06,23,3962.58
2018-10-07,0,3790.94
2018-10-07,1,3596.26
2018-10-07,2,3431.51
2018-10-07,3,3291.48
2018-10-07,4,3184.33
2018-10-07,5,3158.17
2018-10-07,6,3174.75
2018-10-07,7,3170.89
2018-10-07,8,3224.06
2018-10-07,9,3377.32
2018-10-07,10,3597.98
2018-10-07,11,3744
2018-10-07,12,3783.79
2018-10-07,13,3626.11
2018-10-07,14,3717.41
2018-10-07,15,3716.5
2018-10-07,16,3699.56
2018-10-07,17,3695.13
2018-10-07,18,3869.81
2018-10-07,19,3930.11
2018-10-07,20,3830.79
2018-10-07,21,3761.21
2018-10-07,22,3884.3
2018-10-07,23,3910.36
2018-10-08,0,3711.05
2018-10-08,1,3499.84
2018-10-08,2,3341.03
2018-10-08,3,3210.44
2018-10-08,4,3113.01
2018-10-08,5,3145.5
2018-10-08,6,3361.51
2018-10-08,7,3401.6
2018-10-08,8,3466.68
2018-10-08,9,3760.43
2018-10-08,10,4122.75
2018-10-08,11,4216.4
2018-10-08,12,4236.91
2018-10-08,13,4102.65
2018-10-08,14,4220.47
2018-10-08,15,4284.04
2018-10-08,16,4255.81
2018-10-08,17,4235.82
2018-10-08,18,4289.43
2018-10-08,19,4228.96
2018-10-08,20,4014.23
2018-10-08,21,3888.57
2018-10-08,22,3982.39
2018-10-08,23,3942.04
2018-10-09,0,3719.06
2018-10-09,1,3509.58
2018-10-09,2,3338.39
2018-10-09,3,3212.07
2018-10-09,4,3132.58
2018-10-09,5,3195.27
2018-10-09,6,3398.37
2018-10-09,7,3420.6
2018-10-09,8,3465.77
2018-10-09,9,3735.01
2018-10-09,10,4110.72
2018-10-09,11,4206.94
2018-10-09,12,4238.67
2018-10-09,13,4042.14
2018-10-09,14,4201.67
2018-10-09,15,4311.15
2018-10-09,16,4277.87
2018-10-09,17,4318.07
2018-10-09,18,4393.54
2018-10-09,19,4342.61
2018-10-09,20,4123.77
2018-10-09,21,3975.46
2018-10-09,22,4072.63
2018-10-09,23,4079.72
2018-10-10,0,3699.48
2018-10-10,1,3591.13
2018-10-10,2,3430.29
2018-10-10,3,3302.93
2018-10-10,4,3208.68
2018-10-10,5,3270.41
2018-10-10,6,3428.51
2018-10-10,7,3488.97
2018-10-10,8,3477.05
2018-10-10,9,3684.93
2018-10-10,10,4148.12
2018-10-10,11,4275.36
2018-10-10,12,4400.77
2018-10-10,13,4271.41
2018-10-10,14,4417.32
2018-10-10,15,4513.12
2018-10-10,16,4409.2
2018-10-10,17,4376.62
2018-10-10,18,4433.42
2018-10-10,19,4353.85
2018-10-10,20,4158.42
2018-10-10,21,4004.7
2018-10-10,22,4080.29
2018-10-10,23,4061.15
2018-10-11,0,3826.2
2018-10-11,1,3615.75
2018-10-11,2,3452.74
2018-10-11,3,3307.18
2018-10-11,4,3214.6
2018-10-11,5,3260.52
2018-10-11,6,3482.2
2018-10-11,7,3508.66
2018-10-11,8,3555.67
2018-10-11,9,3873.31
2018-10-11,10,4173.28
2018-10-11,11,4302.58
2018-10-11,12,4362.98
2018-10-11,13,3975.52
2018-10-11,14,3946.19
2018-10-11,15,3979.81
2018-10-11,16,3943.07
2018-10-11,17,3935.78
2018-10-11,18,4039.55
2018-10-11,19,3937.43
2018-10-11,20,3657.49
2018-10-11,21,3430.87
2018-10-11,22,3363.38
2018-10-11,23,3268.26
2018-10-12,0,3084.91
2018-10-12,1,2920.34
2018-10-12,2,2793.9
2018-10-12,3,2708.52
2018-10-12,4,2652.23
2018-10-12,5,2764.5
2018-10-12,6,3061.98
2018-10-12,7,3197.43
2018-10-12,8,3235.49
2018-10-12,9,3507.5
2018-10-12,10,3875.74
2018-10-12,11,3997.94
2018-10-12,12,4044.3
2018-10-12,13,3804.03
2018-10-12,14,3930.08
2018-10-12,15,3996.76
2018-10-12,16,3957.9
2018-10-12,17,3943.8
2018-10-12,18,4079.97
2018-10-12,19,3956.25
2018-10-12,20,3641.14
2018-10-12,21,3377.96
2018-10-12,22,3290.55
2018-10-12,23,3186.9
2018-10-13,0,2996.62
2018-10-13,1,2835.21
2018-10-13,2,2713.15
2018-10-13,3,2615.82
2018-10-13,4,2574.6
2018-10-13,5,2648.2
2018-10-13,6,2827.31
2018-10-13,7,3011.61
2018-10-13,8,3106.94
2018-10-13,9,3278.98
2018-10-13,10,3518.88
2018-10-13,11,3600.93
2018-10-13,12,3548.84
2018-10-13,13,3333.9
2018-10-13,14,3409.36
2018-10-13,15,3458.99
2018-10-13,16,3447.41
2018-10-13,17,3520.05
2018-10-13,18,3731.69
2018-10-13,19,3685.22
2018-10-13,20,3455.81
2018-10-13,21,3217.28
2018-10-13,22,3066.6
2018-10-13,23,2962.76
2018-10-14,0,2787.97
2018-10-14,1,2648.27
2018-10-14,2,2548.3
2018-10-14,3,2462.92
2018-10-14,4,2425.34
2018-10-14,5,2479.69
2018-10-14,6,2615.28
2018-10-14,7,2758.52
2018-10-14,8,2857.24
2018-10-14,9,3033.27
2018-10-14,10,3236.59
2018-10-14,11,3310.81
2018-10-14,12,3296.21
2018-10-14,13,3104.76
2018-10-14,14,3109.47
2018-10-14,15,3137.58
2018-10-14,16,3128.07
2018-10-14,17,3186.81
2018-10-14,18,3427.4
2018-10-14,19,3411.72
2018-10-14,20,3240.11
2018-10-14,21,3068.65
2018-10-14,22,2972.68
2018-10-14,23,2849.8
2018-10-15,0,2688.75
2018-10-15,1,2532.5
2018-10-15,2,2428.82
2018-10-15,3,2350.18
2018-10-15,4,2325.71
2018-10-15,5,2496.03
2018-10-15,6,2871.4
2018-10-15,7,3021.89
2018-10-15,8,3032.64
2018-10-15,9,3355.89
2018-10-15,10,3673.11
2018-10-15,11,3740.71
2018-10-15,12,3711.09
2018-10-15,13,3493.93
2018-10-15,14,3604.42
2018-10-15,15,3666.41
2018-10-15,16,3658.2
2018-10-15,17,3707.02
2018-10-15,18,3877.6
2018-10-15,19,3776.04
2018-10-15,20,3544.45
2018-10-15,21,3247.97
2018-10-15,22,3139.23
2018-10-15,23,2994.42
2018-10-16,0,2820.67
2018-10-16,1,2662.73
2018-10-16,2,2560.01
2018-10-16,3,2480.52
2018-10-16,4,2455.58
2018-10-16,5,2619.08
2018-10-16,6,2991.01
2018-10-16,7,3142
2018-10-16,8,3179.21
2018-10-16,9,3451.22
2018-10-16,10,3747.2
2018-10-16,11,3804.51
2018-10-16,12,3813.64
2018-10-16,13,3567.53
2018-10-16,14,3703.53
2018-10-16,15,3764.37
2018-10-16,16,3747.14
2018-10-16,17,3831.24
2018-10-16,18,3983.63
2018-10-16,19,3869.27
2018-10-16,20,3612.56
2018-10-16,21,3360.95
2018-10-16,22,3264.34
2018-10-16,23,3116.75
2018-10-17,0,2916.23
2018-10-17,1,2755.18
2018-10-17,2,2643.88
2018-10-17,3,2560.31
2018-10-17,4,2575.1
2018-10-17,5,2742.26
2018-10-17,6,3033.14
2018-10-17,7,3217.19
2018-10-17,8,3300.63
2018-10-17,9,3497.85
2018-10-17,10,3811.22
2018-10-17,11,3892.83
2018-10-17,12,3885.93
2018-10-17,13,3658.84
2018-10-17,14,3703.78
2018-10-17,15,3778.24
2018-10-17,16,3758.57
2018-10-17,17,3806.25
2018-10-17,18,3978.09
2018-10-17,19,3867.23
2018-10-17,20,3592.23
2018-10-17,21,3308.85
2018-10-17,22,3201.43
2018-10-17,23,3079.53
2018-10-18,0,2915.16
2018-10-18,1,2776.3
2018-10-18,2,2674.68
2018-10-18,3,2587.79
2018-10-18,4,2584.66
2018-10-18,5,2732.62
2018-10-18,6,2939.17
2018-10-18,7,3104.06
2018-10-18,8,3230.37
2018-10-18,9,3462.03
2018-10-18,10,3807.08
2018-10-18,11,3972.75
2018-10-18,12,3963.48
2018-10-18,13,3700.59
2018-10-18,14,3826.82
2018-10-18,15,3858.88
2018-10-18,16,3828.68
2018-10-18,17,3898.62
2018-10-18,18,4020.95
2018-10-18,19,3890.85
2018-10-18,20,3636.71
2018-10-18,21,3264.54
2018-10-18,22,3232.4
2018-10-18,23,3136.39
2018-10-19,0,2954.67
2018-10-19,1,2814.31
2018-10-19,2,2703.79
2018-10-19,3,2594.54
2018-10-19,4,2534.47
2018-10-19,5,2606.94
2018-10-19,6,2660.6
2018-10-19,7,2813.53
2018-10-19,8,2835.88
2018-10-19,9,2927.26
2018-10-19,10,3141.4
2018-10-19,11,3234.02
2018-10-19,12,3191.28
2018-10-19,13,2966.44
2018-10-19,14,2923.42
2018-10-19,15,2854.07
2018-10-19,16,2841.55
2018-10-19,17,2722.1
2018-10-19,18,2870.17
2018-10-19,19,2788.44
2018-10-19,20,2786.8
2018-10-19,21,2857.3
2018-10-19,22,2846.1
2018-10-19,23,2746.54
2018-10-20,0,2603.09
2018-10-20,1,2472.85
2018-10-20,2,2384.55
2018-10-20,3,2309.74
2018-10-20,4,2273.87
2018-10-20,5,2379.28
2018-10-20,6,2534.92
2018-10-20,7,2702.39
2018-10-20,8,2824.01
2018-10-20,9,3109.14
2018-10-20,10,3435.42
2018-10-20,11,3549.4
2018-10-20,12,3598.98
2018-10-20,13,3346.2
2018-10-20,14,3395.11
2018-10-20,15,3383.36
2018-10-20,16,3381.9
2018-10-20,17,3435.32
2018-10-20,18,3703.38
2018-10-20,19,3589.42
2018-10-20,20,3358.69
2018-10-20,21,3083.85
2018-10-20,22,2944.87
2018-10-20,23,2811.74
2018-10-21,0,2651.12
2018-10-21,1,2512.97
2018-10-21,2,2413.22
2018-10-21,3,2339.85
2018-10-21,4,2304.99
2018-10-21,5,2362.81
2018-10-21,6,2495.29
2018-10-21,7,2674
2018-10-21,8,2793.15
2018-10-21,9,2976.18
2018-10-21,10,3229.41
2018-10-21,11,3322.56
2018-10-21,12,3301.98
2018-10-21,13,3110.21
2018-10-21,14,3126.55
2018-10-21,15,3085.26
2018-10-21,16,3088.51
2018-10-21,17,3179.6
2018-10-21,18,3420.25
2018-10-21,19,3365.21
2018-10-21,20,3176.4
2018-10-21,21,2978.55
2018-10-21,22,2851.44
2018-10-21,23,2672.54
2018-10-22,0,2497.29
2018-10-22,1,2356.61
2018-10-22,2,2271.35
2018-10-22,3,2201.78
2018-10-22,4,2195.41
2018-10-22,5,2365.93
2018-10-22,6,2834.69
2018-10-22,7,2969.72
2018-10-22,8,2974.37
2018-10-22,9,3220.26
2018-10-22,10,3518.18
2018-10-22,11,3563.68
2018-10-22,12,3540.32
2018-10-22,13,3288.93
2018-10-22,14,3378.52
2018-10-22,15,3431.76
2018-10-22,16,3424.49
2018-10-22,17,3497.13
2018-10-22,18,3714.65
2018-10-22,19,3605.47
2018-10-22,20,3283.92
2018-10-22,21,3020.36
2018-10-22,22,2872.74
2018-10-22,23,2701.02
2018-10-23,0,2501.32
2018-10-23,1,2363.4
2018-10-23,2,2277.71
2018-10-23,3,2215.67
2018-10-23,4,2195.42
2018-10-23,5,2389.9
2018-10-23,6,2868.17
2018-10-23,7,3033.69
2018-10-23,8,3039.11
2018-10-23,9,3231.95
2018-10-23,10,3533.45
2018-10-23,11,3579.13
2018-10-23,12,3552.87
2018-10-23,13,3307.73
2018-10-23,14,3438.11
2018-10-23,15,3459.65
2018-10-23,16,3477.85
2018-10-23,17,3558.64
2018-10-23,18,3748.83
2018-10-23,19,3604.18
2018-10-23,20,3306.03
2018-10-23,21,3012.82
2018-10-23,22,2851.55
2018-10-23,23,2648.05
2018-10-24,0,2450.78
2018-10-24,1,2310.31
2018-10-24,2,2228.68
2018-10-24,3,2152.45
2018-10-24,4,2150.92
2018-10-24,5,2292.46
2018-10-24,6,2586.73
2018-10-24,7,2888.9
2018-10-24,8,3061.51
2018-10-24,9,3366.61
2018-10-24,10,3672.42
2018-10-24,11,3774.97
2018-10-24,12,3725.59
2018-10-24,13,3456.11
2018-10-24,14,3502.14
2018-10-24,15,3509.22
2018-10-24,16,3515.05
2018-10-24,17,3630.5
2018-10-24,18,3768.67
2018-10-24,19,3603.8
2018-10-24,20,3338.12
2018-10-24,21,3006.17
2018-10-24,22,2851.54
2018-10-24,23,2652.4
2018-10-25,0,2440.2
2018-10-25,1,2298.9
2018-10-25,2,2208.57
2018-10-25,3,2150.38
2018-10-25,4,2162.44
2018-10-25,5,2374.38
2018-10-25,6,2845.25
2018-10-25,7,3014.12
2018-10-25,8,3006.9
2018-10-25,9,3249.7
2018-10-25,10,3561.95
2018-10-25,11,3621.11
2018-10-25,12,3600.67
2018-10-25,13,3334.11
2018-10-25,14,3437.53
2018-10-25,15,3477.06
2018-10-25,16,3468.2
2018-10-25,17,3583.2
2018-10-25,18,3779.14
2018-10-25,19,3626.99
2018-10-25,20,3313.72
2018-10-25,21,3015.53
2018-10-25,22,2825.07
2018-10-25,23,2621.62
2018-10-26,0,2421.15
2018-10-26,1,2274.84
2018-10-26,2,2189.54
2018-10-26,3,2137.78
2018-10-26,4,2146.74
2018-10-26,5,2359.41
2018-10-26,6,2851.33
2018-10-26,7,3046.28
2018-10-26,8,3096.06
2018-10-26,9,3300.5
2018-10-26,10,3616.68
2018-10-26,11,3678.68
2018-10-26,12,3633.01
2018-10-26,13,3341.11
2018-10-26,14,3406.46
2018-10-26,15,3412.93
2018-10-26,16,3433.64
2018-10-26,17,3544.49
2018-10-26,18,3704.15
2018-10-26,19,3572.45
2018-10-26,20,3267.49
2018-10-26,21,3068.64
2018-10-26,22,2892.96
2018-10-26,23,2707.24
2018-10-27,0,2495.74
2018-10-27,1,2348.09
2018-10-27,2,2266.17
2018-10-27,3,2214.83
2018-10-27,4,2303.05
2018-10-27,5,2405.61
2018-10-27,6,2585.8
2018-10-27,7,2843.7
2018-10-27,8,3013.67
2018-10-27,9,3186.39
2018-10-27,10,3364.16
2018-10-27,11,3439.71
2018-10-27,12,3388.33
2018-10-27,13,3160.03
2018-10-27,14,3167.38
2018-10-27,15,3176.78
2018-10-27,16,3132.89
2018-10-27,17,3259.96
2018-10-27,18,3428.44
2018-10-27,19,3285.21
2018-10-27,20,3024.84
2018-10-27,21,2813.76
2018-10-27,22,2684.47
2018-10-27,23,2461.21
2018-10-28,0,2229.68
2018-10-28,1,2112.14
2018-10-28,2,2037.11
2018-10-28,3,1996.55
2018-10-28,4,1999.25
2018-10-28,5,2113.01
2018-10-28,6,2320.61
2018-10-28,7,2555.97
2018-10-28,8,2731.16
2018-10-28,9,2940.48
2018-10-28,10,3198.96
2018-10-28,11,3288.01
2018-10-28,12,3241.49
2018-10-28,13,2976.07
2018-10-28,14,2978.17
2018-10-28,15,2912.75
2018-10-28,16,2917.91
2018-10-28,17,3020.03
2018-10-28,18,3290.81
2018-10-28,19,3222.88
2018-10-28,20,3023.05
2018-10-28,21,2808.99
2018-10-28,22,2638.57
2018-10-28,23,2428.95
2018-10-29,0,2249.23
2018-10-29,1,2111.76
2018-10-29,2,2039.58
2018-10-29,3,1987.82
2018-10-29,4,2018.11
2018-10-29,5,2262.37
2018-10-29,6,2813.86
2018-10-29,7,2993.93
2018-10-29,8,3005.83
2018-10-29,9,3172.77
2018-10-29,10,3424.2
2018-10-29,11,3495.66
2018-10-29,12,3448.88
2018-10-29,13,3191.88
2018-10-29,14,3293.6
2018-10-29,15,3318.34
2018-10-29,16,3314.48
2018-10-29,17,3435.48
2018-10-29,18,3620.75
2018-10-29,19,3481.82
2018-10-29,20,3212.93
2018-10-29,21,2900.72
2018-10-29,22,2725.39
2018-10-29,23,2518.07
2018-10-30,0,2311.19
2018-10-30,1,2185.66
2018-10-30,2,2101.77
2018-10-30,3,2053.8
2018-10-30,4,2087.72
2018-10-30,5,2334.63
2018-10-30,6,2863.75
2018-10-30,7,3062.29
2018-10-30,8,3078.31
2018-10-30,9,3312.86
2018-10-30,10,3593.92
2018-10-30,11,3653.48
2018-10-30,12,3615.62
2018-10-30,13,3340.17
2018-10-30,14,3410.12
2018-10-30,15,3454.14
2018-10-30,16,3331.06
2018-10-30,17,3476.32
2018-10-30,18,3650.97
2018-10-30,19,3490.18
2018-10-30,20,3238.07
2018-10-30,21,2948.85
2018-10-30,22,2759.23
2018-10-30,23,2520.08
2018-10-31,0,2314.07
2018-10-31,1,2162.84
2018-10-31,2,2090.6
2018-10-31,3,2045.19
2018-10-31,4,2078.58
2018-10-31,5,2326.08
2018-10-31,6,2837.57
2018-10-31,7,3059.62
2018-10-31,8,3104.71
2018-10-31,9,3308.1
2018-10-31,10,3593.08
2018-10-31,11,3664.47
2018-10-31,12,3621.16
2018-10-31,13,3527.2
2018-10-31,14,3351.97
2018-10-31,15,3378.74
2018-10-31,16,3374.72
2018-10-31,17,3532.26
2018-10-31,18,3686.52
2018-10-31,19,3547.09
2018-10-31,20,3273.52
2018-10-31,21,2952.09
2018-10-31,22,2733.18
2018-10-31,23,2497.1
2018-11-01,0,2292.75
2018-11-01,1,2154.36
2018-11-01,2,2077.5
2018-11-01,3,2034.45
2018-11-01,4,2061.89
2018-11-01,5,2302.06
2018-11-01,6,2812.2
2018-11-01,7,3052.99
