Date,Hour,Hourly Demand Met (in MW)
2018-11-01,8,3059.63
2018-11-01,9,3256.93
2018-11-01,10,3489.74
2018-11-01,11,3466.37
2018-11-01,12,3523.96
2018-11-01,13,3252.06
2018-11-01,14,3324.36
2018-11-01,15,3329.96
2018-11-01,16,3356.97
2018-11-01,17,3479.32
2018-11-01,18,3656.56
2018-11-01,19,3500.95
2018-11-01,20,3238.47
2018-11-01,21,2916.2
2018-11-01,22,2699.36
2018-11-01,23,2486.86
2018-11-02,0,2263.28
2018-11-02,1,2119.46
2018-11-02,2,2046.19
2018-11-02,3,1991.99
2018-11-02,4,2027.18
2018-11-02,5,2275.69
2018-11-02,6,2841.57
2018-11-02,7,3072.5
2018-11-02,8,3105.28
2018-11-02,9,3305.54
2018-11-02,10,3568.7
2018-11-02,11,3618.53
2018-11-02,12,3553.4
2018-11-02,13,3283.62
2018-11-02,14,3364.02
2018-11-02,15,3254.95
2018-11-02,16,3217
2018-11-02,17,3491.13
2018-11-02,18,3698.12
2018-11-02,19,3525.72
2018-11-02,20,3246.37
2018-11-02,21,2927.22
2018-11-02,22,2753.4
2018-11-02,23,2536.32
2018-11-03,0,2326.86
2018-11-03,1,2180.68
2018-11-03,2,2088.4
2018-11-03,3,2031.75
2018-11-03,4,2051.84
2018-11-03,5,2259.39
2018-11-03,6,2677.94
2018-11-03,7,2918.9
2018-11-03,8,2968.64
2018-11-03,9,3106.58
2018-11-03,10,3330.37
2018-11-03,11,3370.46
2018-11-03,12,3339.72
2018-11-03,13,3095.59
2018-11-03,14,3121.05
2018-11-03,15,3114.07
2018-11-03,16,3098.81
2018-11-03,17,3215.76
2018-11-03,18,3457.44
2018-11-03,19,3339.56
2018-11-03,20,3092.67
2018-11-03,21,2839.15
2018-11-03,22,2633.54
2018-11-03,23,2424.52
2018-11-04,0,2209.99
2018-11-04,1,2057.46
2018-11-04,2,1976.95
2018-11-04,3,1929.01
2018-11-04,4,1943.83
2018-11-04,5,2090.02
2018-11-04,6,2305.31
2018-11-04,7,2601.45
2018-11-04,8,2794.69
2018-11-04,9,2970.16
2018-11-04,10,3144.07
2018-11-04,11,3227.51
2018-11-04,12,3204.46
2018-11-04,13,3006.94
2018-11-04,14,2967.18
2018-11-04,15,2931.19
2018-11-04,16,2885.47
2018-11-04,17,2989.54
2018-11-04,18,3230.02
2018-11-04,19,3124.47
2018-11-04,20,2951.48
2018-11-04,21,2703.99
2018-11-04,22,2549.96
2018-11-04,23,2315.06
2018-11-05,0,2092.16
2018-11-05,1,1947.97
2018-11-05,2,1869.77
2018-11-05,3,1831.21
2018-11-05,4,1876.57
2018-11-05,5,2125.34
2018-11-05,6,2635.29
2018-11-05,7,2910.6
2018-11-05,8,2973.13
2018-11-05,9,3151.45
2018-11-05,10,3325.01
2018-11-05,11,3324.24
2018-11-05,12,3304.23
2018-11-05,13,3043.8
2018-11-05,14,3080.28
2018-11-05,15,3045.57
2018-11-05,16,3039.68
2018-11-05,17,3150.39
2018-11-05,18,3374.38
2018-11-05,19,3231.73
2018-11-05,20,2992.35
2018-11-05,21,2747.86
2018-11-05,22,2555.14
2018-11-05,23,2311.16
2018-11-06,0,2066.07
2018-11-06,1,1909.3
2018-11-06,2,1829.85
2018-11-06,3,1778.81
2018-11-06,4,1820.93
2018-11-06,5,2027.17
2018-11-06,6,2416.67
2018-11-06,7,2772.92
2018-11-06,8,2967.89
2018-11-06,9,3106.07
2018-11-06,10,3286.71
2018-11-06,11,3303.54
2018-11-06,12,3204.92
2018-11-06,13,3046.46
2018-11-06,14,2841.85
2018-11-06,15,2739.38
2018-11-06,16,2643.71
2018-11-06,17,2744.31
2018-11-06,18,3053.55
2018-11-06,19,2964.23
2018-11-06,20,2802.38
2018-11-06,21,2651.86
2018-11-06,22,2445.95
2018-11-06,23,2182.97
2018-11-07,0,1929.32
2018-11-07,1,1778.96
2018-11-07,2,1708.61
2018-11-07,3,1669.43
2018-11-07,4,1716.55
2018-11-07,5,1891.94
2018-11-07,6,2146.83
2018-11-07,7,2413.52
2018-11-07,8,2577.66
2018-11-07,9,2635.49
2018-11-07,10,2673.92
2018-11-07,11,2614.37
2018-11-07,12,2512.99
2018-11-07,13,2314.86
2018-11-07,14,2156.74
2018-11-07,15,2030.51
2018-11-07,16,2017.31
2018-11-07,17,2275.6
2018-11-07,18,2741.56
2018-11-07,19,2635.87
2018-11-07,20,2487.99
2018-11-07,21,2410.31
2018-11-07,22,2269.74
2018-11-07,23,2046.52
2018-11-08,0,1814.63
2018-11-08,1,1691.07
2018-11-08,2,1633.46
2018-11-08,3,1611.69
2018-11-08,4,1654.04
2018-11-08,5,1795.39
2018-11-08,6,1977
2018-11-08,7,2228.71
2018-11-08,8,2423.61
2018-11-08,9,2514.13
2018-11-08,10,2574.41
2018-11-08,11,2533.03
2018-11-08,12,2431.79
2018-11-08,13,2231.94
2018-11-08,14,2084.43
2018-11-08,15,1989.9
2018-11-08,16,1978.04
2018-11-08,17,2213.2
2018-11-08,18,2550.89
2018-11-08,19,2517.82
2018-11-08,20,2419.3
2018-11-08,21,2283.87
2018-11-08,22,2075.96
2018-11-08,23,1824.63
2018-11-09,0,1618.78
2018-11-09,1,1503.6
2018-11-09,2,1464.06
2018-11-09,3,1450.57
2018-11-09,4,1510.93
2018-11-09,5,1701.99
2018-11-09,6,2037.18
2018-11-09,7,2463.29
2018-11-09,8,2782.79
2018-11-09,9,2987.34
2018-11-09,10,3085.81
2018-11-09,11,2995.06
2018-11-09,12,2834.14
2018-11-09,13,2533.49
2018-11-09,14,2376.19
2018-11-09,15,2317.42
2018-11-09,16,2295.7
2018-11-09,17,2498.4
2018-11-09,18,2749.01
2018-11-09,19,2720.02
2018-11-09,20,2575.39
2018-11-09,21,2373.73
2018-11-09,22,2162.91
2018-11-09,23,1931.43
2018-11-10,0,1724.52
2018-11-10,1,1605.27
2018-11-10,2,1552.65
2018-11-10,3,1535.39
2018-11-10,4,1591.34
2018-11-10,5,1759.31
2018-11-10,6,2036.03
2018-11-10,7,2369.78
2018-11-10,8,2591.44
2018-11-10,9,2820.17
2018-11-10,10,2991.32
2018-11-10,11,3007.39
2018-11-10,12,2912.41
2018-11-10,13,2622.63
2018-11-10,14,2572.02
2018-11-10,15,2523.63
2018-11-10,16,2538.23
2018-11-10,17,2732.67
2018-11-10,18,2930.2
2018-11-10,19,2833.98
2018-11-10,20,2687.48
2018-11-10,21,2507.17
2018-11-10,22,2313.43
2018-11-10,23,1956.84
2018-11-11,0,1700.51
2018-11-11,1,1582.17
2018-11-11,2,1533.52
2018-11-11,3,1508.87
2018-11-11,4,1552.8
2018-11-11,5,1700.62
2018-11-11,6,1925.11
2018-11-11,7,2258.55
2018-11-11,8,2547.54
2018-11-11,9,2724.87
2018-11-11,10,2894.93
2018-11-11,11,2944.08
2018-11-11,12,2853.61
2018-11-11,13,2608.24
2018-11-11,14,2498.06
2018-11-11,15,2460.66
2018-11-11,16,2459.6
2018-11-11,17,2631.08
2018-11-11,18,2895.94
2018-11-11,19,2811.55
2018-11-11,20,2632.76
2018-11-11,21,2406.71
2018-11-11,22,2215.11
2018-11-11,23,1979.46
2018-11-12,0,1768.19
2018-11-12,1,1655
2018-11-12,2,1602.39
2018-11-12,3,1583.39
2018-11-12,4,1648.45
2018-11-12,5,1948.51
2018-11-12,6,2560.31
2018-11-12,7,2881.14
2018-11-12,8,2928.01
2018-11-12,9,3053.99
2018-11-12,10,3155.24
2018-11-12,11,3098.3
2018-11-12,12,3000.39
2018-11-12,13,2717.76
2018-11-12,14,2799.69
2018-11-12,15,2785.94
2018-11-12,16,2833.38
2018-11-12,17,2983.52
2018-11-12,18,3187.46
2018-11-12,19,3015.6
2018-11-12,20,2806.3
2018-11-12,21,2503.15
2018-11-12,22,2299.39
2018-11-12,23,2052.33
2018-11-13,0,1831.05
2018-11-13,1,1710.02
2018-11-13,2,1643.73
2018-11-13,3,1623.03
2018-11-13,4,1691.2
2018-11-13,5,1896.46
2018-11-13,6,2277.08
2018-11-13,7,2754.05
2018-11-13,8,3016.56
2018-11-13,9,3188.55
2018-11-13,10,3300.31
2018-11-13,11,3276.09
2018-11-13,12,3142.16
2018-11-13,13,2861.79
2018-11-13,14,2842.26
2018-11-13,15,2792.57
2018-11-13,16,2737.78
2018-11-13,17,2812.85
2018-11-13,18,3027.79
2018-11-13,19,2945.71
2018-11-13,20,2711.93
2018-11-13,21,2455.89
2018-11-13,22,2235.23
2018-11-13,23,1946.74
2018-11-14,0,1745.87
2018-11-14,1,1633.55
2018-11-14,2,1594.02
2018-11-14,3,1571.39
2018-11-14,4,1673.24
2018-11-14,5,1948.68
2018-11-14,6,2557.74
2018-11-14,7,2885.62
2018-11-14,8,2932.63
2018-11-14,9,3104.81
2018-11-14,10,3233.55
2018-11-14,11,3173.2
2018-11-14,12,3103.29
2018-11-14,13,2821.23
2018-11-14,14,2849.06
2018-11-14,15,2843.77
2018-11-14,16,2849.19
2018-11-14,17,3020.29
2018-11-14,18,3230.8
2018-11-14,19,3140.36
2018-11-14,20,2855.35
2018-11-14,21,2527.73
2018-11-14,22,2286.81
2018-11-14,23,2021.3
2018-11-15,0,1801.84
2018-11-15,1,1676.55
2018-11-15,2,1626.04
2018-11-15,3,1596.62
2018-11-15,4,1655.65
2018-11-15,5,1946.33
2018-11-15,6,2625.05
2018-11-15,7,3007.63
2018-11-15,8,3023.87
2018-11-15,9,3125.38
2018-11-15,10,3241.43
2018-11-15,11,3210.1
2018-11-15,12,3108.22
2018-11-15,13,2815.03
2018-11-15,14,2874.17
2018-11-15,15,2870.11
2018-11-15,16,2887.35
2018-11-15,17,3045.82
2018-11-15,18,3252.04
2018-11-15,19,3134.84
2018-11-15,20,2892.05
2018-11-15,21,2594.48
2018-11-15,22,2371.16
2018-11-15,23,2158
2018-11-16,0,1961.6
2018-11-16,1,1859.87
2018-11-16,2,1806.94
2018-11-16,3,1790.13
2018-11-16,4,1826.83
2018-11-16,5,2086.48
2018-11-16,6,2620.05
2018-11-16,7,2938.97
2018-11-16,8,3087.54
2018-11-16,9,3243.6
2018-11-16,10,3349.66
2018-11-16,11,3308.52
2018-11-16,12,3178.82
2018-11-16,13,2863.99
2018-11-16,14,2884.2
2018-11-16,15,2857.93
2018-11-16,16,2870.96
2018-11-16,17,3034.98
2018-11-16,18,3251.51
2018-11-16,19,3109.47
2018-11-16,20,2825.09
2018-11-16,21,2497.69
2018-11-16,22,2297.49
2018-11-16,23,2045.38
2018-11-17,0,1825.52
2018-11-17,1,1681.75
2018-11-17,2,1616.52
2018-11-17,3,1606.61
2018-11-17,4,1650.1
2018-11-17,5,1923.15
2018-11-17,6,2454.26
2018-11-17,7,2837.66
2018-11-17,8,2967.13
2018-11-17,9,3057.72
2018-11-17,10,3187.39
2018-11-17,11,3101.41
2018-11-17,12,2984.7
2018-11-17,13,2711.65
2018-11-17,14,2704.35
2018-11-17,15,2668.18
2018-11-17,16,2631.12
2018-11-17,17,2839.27
2018-11-17,18,3044.45
2018-11-17,19,2936.32
2018-11-17,20,2728.79
2018-11-17,21,2465.09
2018-11-17,22,2223.49
2018-11-17,23,1965.9
2018-11-18,0,1741.07
2018-11-18,1,1615.52
2018-11-18,2,1553.29
2018-11-18,3,1510.43
2018-11-18,4,1555.86
2018-11-18,5,1754.95
2018-11-18,6,2101.68
2018-11-18,7,2542.82
2018-11-18,8,2829.74
2018-11-18,9,3010.34
2018-11-18,10,3176.89
2018-11-18,11,3159.41
2018-11-18,12,3048.33
2018-11-18,13,2738.23
2018-11-18,14,2629.48
2018-11-18,15,2497.08
2018-11-18,16,2480.08
2018-11-18,17,2676.99
2018-11-18,18,2886.72
2018-11-18,19,2790.65
2018-11-18,20,2552.77
2018-11-18,21,2303.8
2018-11-18,22,2129.28
2018-11-18,23,1915.37
2018-11-19,0,1708.69
2018-11-19,1,1580.43
2018-11-19,2,1518.78
2018-11-19,3,1477.43
2018-11-19,4,1534.68
2018-11-19,5,1871.87
2018-11-19,6,2595.49
2018-11-19,7,2978.49
2018-11-19,8,3012.29
2018-11-19,9,3087.83
2018-11-19,10,3243.95
2018-11-19,11,3208.59
2018-11-19,12,3093.69
2018-11-19,13,2821.81
2018-11-19,14,2835.71
2018-11-19,15,2825.17
2018-11-19,16,2803.61
2018-11-19,17,2959.12
2018-11-19,18,3160.78
2018-11-19,19,3016.76
2018-11-19,20,2779.71
2018-11-19,21,2464.83
2018-11-19,22,2264.65
2018-11-19,23,2021.96
2018-11-20,0,1802.43
2018-11-20,1,1677.06
2018-11-20,2,1612.23
2018-11-20,3,1584.4
2018-11-20,4,1654.7
2018-11-20,5,1954.8
2018-11-20,6,2616.83
2018-11-20,7,2969.02
2018-11-20,8,2996.81
2018-11-20,9,3087.26
2018-11-20,10,3202.62
2018-11-20,11,3158.64
2018-11-20,12,3062.94
2018-11-20,13,2753.54
2018-11-20,14,2790.75
2018-11-20,15,2752.02
2018-11-20,16,2783.68
2018-11-20,17,2989.7
2018-11-20,18,3093.87
2018-11-20,19,3048.45
2018-11-20,20,2807.82
2018-11-20,21,2527.42
2018-11-20,22,2286.49
2018-11-20,23,2039.16
2018-11-21,0,1814.96
2018-11-21,1,1682.56
2018-11-21,2,1616.11
2018-11-21,3,1587.8
2018-11-21,4,1654.32
2018-11-21,5,1877.71
2018-11-21,6,2260.83
2018-11-21,7,2740.85
2018-11-21,8,3063.79
2018-11-21,9,3230.32
2018-11-21,10,3476.12
2018-11-21,11,3430.26
2018-11-21,12,3264.05
2018-11-21,13,2927.89
2018-11-21,14,2855.99
2018-11-21,15,2790.95
2018-11-21,16,2792.75
2018-11-21,17,2973.4
2018-11-21,18,3187.3
2018-11-21,19,3031.47
2018-11-21,20,2810.73
2018-11-21,21,2504.87
2018-11-21,22,2282.81
2018-11-21,23,2018.06
2018-11-22,0,1784.33
2018-11-22,1,1643.03
2018-11-22,2,1593.43
2018-11-22,3,1567.22
2018-11-22,4,1628.16
2018-11-22,5,1966.92
2018-11-22,6,2618.8
2018-11-22,7,2991.39
2018-11-22,8,3069.04
2018-11-22,9,3176.47
2018-11-22,10,3255.93
2018-11-22,11,3169.42
2018-11-22,12,3089.25
2018-11-22,13,2782.11
2018-11-22,14,2852
2018-11-22,15,2836.09
2018-11-22,16,2821.87
2018-11-22,17,2833.22
2018-11-22,18,3116.03
2018-11-22,19,3102.69
2018-11-22,20,2882.77
2018-11-22,21,2525.9
2018-11-22,22,2306.27
2018-11-22,23,2034.66
2018-11-23,0,1788.57
2018-11-23,1,1651.02
2018-11-23,2,1591.89
2018-11-23,3,1577.03
2018-11-23,4,1678.12
2018-11-23,5,1911.08
2018-11-23,6,2285.03
2018-11-23,7,2812.09
2018-11-23,8,3122.54
2018-11-23,9,3348.05
2018-11-23,10,3468.39
2018-11-23,11,3426.08
2018-11-23,12,3249.66
2018-11-23,13,2856.38
2018-11-23,14,2766.44
2018-11-23,15,2702.09
2018-11-23,16,2714.21
2018-11-23,17,2931.79
2018-11-23,18,3138.75
2018-11-23,19,3019.98
2018-11-23,20,2797.92
2018-11-23,21,2494.22
2018-11-23,22,2263.46
2018-11-23,23,2000.98
2018-11-24,0,1791.6
2018-11-24,1,1664.1
2018-11-24,2,1598.14
2018-11-24,3,1557.99
2018-11-24,4,1601.61
2018-11-24,5,1855.77
2018-11-24,6,2353.66
2018-11-24,7,2795.7
2018-11-24,8,2954.23
2018-11-24,9,3081.65
2018-11-24,10,3183.52
2018-11-24,11,3150.45
2018-11-24,12,2996.75
2018-11-24,13,2667.39
2018-11-24,14,2656.73
2018-11-24,15,2608.62
2018-11-24,16,2601.55
2018-11-24,17,2817.07
2018-11-24,18,3038.49
2018-11-24,19,2927.38
2018-11-24,20,2696.51
2018-11-24,21,2410.75
2018-11-24,22,2193.99
2018-11-24,23,1939.33
2018-11-25,0,1725.49
2018-11-25,1,1581.79
2018-11-25,2,1528.44
2018-11-25,3,1488.82
2018-11-25,4,1531.52
2018-11-25,5,1719.4
2018-11-25,6,2050.81
2018-11-25,7,2496.59
2018-11-25,8,2850
2018-11-25,9,3062.87
2018-11-25,10,3283.5
2018-11-25,11,3279.33
2018-11-25,12,3125.76
2018-11-25,13,2800.57
2018-11-25,14,2675.51
2018-11-25,15,2558.24
2018-11-25,16,2537.3
2018-11-25,17,2703.42
2018-11-25,18,2925.2
2018-11-25,19,2841.3
2018-11-25,20,2637.18
2018-11-25,21,2391.22
2018-11-25,22,2155.02
2018-11-25,23,1890.76
2018-11-26,0,1677.98
2018-11-26,1,1554.16
2018-11-26,2,1498.3
2018-11-26,3,1476.63
2018-11-26,4,1533.22
2018-11-26,5,1886.7
2018-11-26,6,2659.56
2018-11-26,7,3081.56
2018-11-26,8,3135.58
2018-11-26,9,3214.65
2018-11-26,10,3327.52
2018-11-26,11,3231.22
2018-11-26,12,3095.01
2018-11-26,13,2802.36
2018-11-26,14,2806.97
2018-11-26,15,2812.04
2018-11-26,16,2768.3
2018-11-26,17,3004.03
2018-11-26,18,3104.99
2018-11-26,19,2941.11
2018-11-26,20,2659.96
2018-11-26,21,2420.28
2018-11-26,22,2241.33
2018-11-26,23,1984.34
2018-11-27,0,1741.98
2018-11-27,1,1610.01
2018-11-27,2,1545.39
2018-11-27,3,1499.94
2018-11-27,4,1543.32
2018-11-27,5,1918.45
2018-11-27,6,2706.63
2018-11-27,7,3117.95
2018-11-27,8,3149.43
2018-11-27,9,3173.07
2018-11-27,10,3269.19
2018-11-27,11,3273.81
2018-11-27,12,3151.56
2018-11-27,13,2933.55
2018-11-27,14,2899.53
2018-11-27,15,2837.85
2018-11-27,16,2836.71
2018-11-27,17,3079.35
2018-11-27,18,3189.09
2018-11-27,19,2934.08
2018-11-27,20,2682.74
2018-11-27,21,2463.31
2018-11-27,22,2248.51
2018-11-27,23,1982.53
2018-11-28,0,1764.46
2018-11-28,1,1636.8
2018-11-28,2,1572.2
2018-11-28,3,1541.47
2018-11-28,4,1598.41
2018-11-28,5,1940.74
2018-11-28,6,2733.59
2018-11-28,7,3002.4
2018-11-28,8,3084.92
2018-11-28,9,3221.85
2018-11-28,10,3349.74
2018-11-28,11,3285.95
2018-11-28,12,3204.96
2018-11-28,13,2883.87
2018-11-28,14,2887.11
2018-11-28,15,2847.72
2018-11-28,16,2848.17
2018-11-28,17,3093.47
2018-11-28,18,3267.6
2018-11-28,19,3172.11
2018-11-28,20,2880.3
2018-11-28,21,2535.51
2018-11-28,22,2306.48
2018-11-28,23,2026.49
2018-11-29,0,1771.46
2018-11-29,1,1638.65
2018-11-29,2,1573.2
2018-11-29,3,1541.79
2018-11-29,4,1603.59
2018-11-29,5,1958.28
2018-11-29,6,2711.08
2018-11-29,7,3113.06
2018-11-29,8,3174.98
2018-11-29,9,3249.38
2018-11-29,10,3387.77
2018-11-29,11,3349.14
2018-11-29,12,3156.6
2018-11-29,13,2849.92
2018-11-29,14,2901.65
2018-11-29,15,2869.17
2018-11-29,16,2871.89
2018-11-29,17,3105.89
2018-11-29,18,3262.57
2018-11-29,19,3152.1
2018-11-29,20,2888.67
2018-11-29,21,2546.3
2018-11-29,22,2280.49
2018-11-29,23,2003.31
2018-11-30,0,1762.88
2018-11-30,1,1639.56
2018-11-30,2,1576.7
2018-11-30,3,1546.68
2018-11-30,4,1599.61
2018-11-30,5,1943.19
2018-11-30,6,2697.96
2018-11-30,7,3156.79
2018-11-30,8,3274.18
2018-11-30,9,3325.48
2018-11-30,10,3512.13
2018-11-30,11,3469.27
2018-11-30,12,3323.59
2018-11-30,13,2955.46
2018-11-30,14,2948.12
2018-11-30,15,2913.6
2018-11-30,16,2841.87
2018-11-30,17,3074.34
2018-11-30,18,3225.23
2018-11-30,19,3086.78
2018-11-30,20,2826.42
2018-11-30,21,2511.78
2018-11-30,22,2270.98
2018-11-30,23,2021.75
2018-12-01,0,1800.96
2018-12-01,1,1661.12
2018-12-01,2,1596.67
2018-12-01,3,1567.13
2018-12-01,4,1618.52
2018-12-01,5,1917.22
2018-12-01,6,2467.72
2018-12-01,7,2906.48
2018-12-01,8,3113.61
2018-12-01,9,3216.92
2018-12-01,10,3311.4
2018-12-01,11,3221.55
2018-12-01,12,3072.78
2018-12-01,13,2755.44
2018-12-01,14,2693.46
2018-12-01,15,2669.4
2018-12-01,16,2636.85
2018-12-01,17,2838.8
2018-12-01,18,3066.16
2018-12-01,19,2929.63
2018-12-01,20,2688.95
2018-12-01,21,2394.27
2018-12-01,22,2159.47
2018-12-01,23,1915.82
2018-12-02,0,1685.04
2018-12-02,1,1555.51
2018-12-02,2,1491.1
2018-12-02,3,1433.47
2018-12-02,4,1447.36
2018-12-02,5,1645.38
2018-12-02,6,2050.44
2018-12-02,7,2528.3
2018-12-02,8,2905.63
2018-12-02,9,3102.07
2018-12-02,10,3324.24
2018-12-02,11,3315.97
2018-12-02,12,3152.62
2018-12-02,13,2762.33
2018-12-02,14,2645.43
2018-12-02,15,2508.93
2018-12-02,16,2494.76
2018-12-02,17,2666
2018-12-02,18,2890.31
2018-12-02,19,2801.92
2018-12-02,20,2609.98
2018-12-02,21,2351.22
2018-12-02,22,2135.91
2018-12-02,23,1862.81
2018-12-03,0,1643.32
2018-12-03,1,1508.03
2018-12-03,2,1452.76
2018-12-03,3,1421.76
2018-12-03,4,1499.36
2018-12-03,5,1861.86
2018-12-03,6,2664.7
2018-12-03,7,3112.25
2018-12-03,8,3165.86
2018-12-03,9,3241.06
2018-12-03,10,3374.22
2018-12-03,11,3306.2
2018-12-03,12,3132.83
2018-12-03,13,2801.44
2018-12-03,14,2841.03
2018-12-03,15,2839.59
2018-12-03,16,2815.98
2018-12-03,17,3023.49
2018-12-03,18,3226.02
2018-12-03,19,3069.31
2018-12-03,20,2823.23
2018-12-03,21,2509.41
2018-12-03,22,2255.7
2018-12-03,23,1955.13
2018-12-04,0,1724.93
2018-12-04,1,1596.17
2018-12-04,2,1535.41
2018-12-04,3,1501.04
2018-12-04,4,1566.13
2018-12-04,5,1930.65
2018-12-04,6,2742.77
2018-12-04,7,3201.57
2018-12-04,8,3260.67
2018-12-04,9,3317.26
2018-12-04,10,3443.25
2018-12-04,11,3321.27
2018-12-04,12,3156.48
2018-12-04,13,2844.06
2018-12-04,14,2831.93
2018-12-04,15,2824.78
2018-12-04,16,2793.4
2018-12-04,17,3030.75
2018-12-04,18,3216.45
2018-12-04,19,3085.29
2018-12-04,20,2836.89
2018-12-04,21,2518.63
2018-12-04,22,2248.12
2018-12-04,23,1939.77
2018-12-05,0,1677.07
2018-12-05,1,1548.7
2018-12-05,2,1485.22
2018-12-05,3,1464.28
2018-12-05,4,1539.4
2018-12-05,5,1903.27
2018-12-05,6,2729.56
2018-12-05,7,3212.07
2018-12-05,8,3295.68
2018-12-05,9,3367.87
2018-12-05,10,3433.46
2018-12-05,11,3419.49
2018-12-05,12,3263.58
2018-12-05,13,2994.6
2018-12-05,14,2973.38
2018-12-05,15,2929.02
2018-12-05,16,2938.27
2018-12-05,17,3101.23
2018-12-05,18,3259.54
2018-12-05,19,3173.29
2018-12-05,20,2944.47
2018-12-05,21,2551.09
2018-12-05,22,2291.12
2018-12-05,23,1996.16
2018-12-06,0,1725.46
2018-12-06,1,1594.1
2018-12-06,2,1529.43
2018-12-06,3,1501.22
2018-12-06,4,1545.92
2018-12-06,5,1900.99
2018-12-06,6,2664.14
2018-12-06,7,3136.42
2018-12-06,8,3206.21
2018-12-06,9,3357.16
2018-12-06,10,3457.89
2018-12-06,11,3009.59
2018-12-06,12,2398.96
2018-12-06,13,2054.48
2018-12-06,14,2076.52
2018-12-06,15,2065.76
2018-12-06,16,2035.54
2018-12-06,17,2279.65
2018-12-06,18,2333.12
2018-12-06,19,2232.27
2018-12-06,20,1930.75
2018-12-06,21,1633.65
2018-12-06,22,1384.53
2018-12-06,23,1055.45
2018-12-07,0,777.85
2018-12-07,1,628.35
2018-12-07,2,563.08
2018-12-07,3,527.28
2018-12-07,4,586.33
2018-12-07,5,977.86
2018-12-07,6,1898.47
2018-12-07,7,2857.94
2018-12-07,8,3418.68
2018-12-07,9,3446.1
2018-12-07,10,3598.31
2018-12-07,11,3461.62
2018-12-07,12,3388.39
2018-12-07,13,3012.56
2018-12-07,14,2963.29
2018-12-07,15,2930.04
2018-12-07,16,2904.26
2018-12-07,17,3135.73
2018-12-07,18,3330.14
2018-12-07,19,3207.77
2018-12-07,20,2916.3
2018-12-07,21,2597.69
2018-12-07,22,2365.67
2018-12-07,23,2043.07
2018-12-08,0,1765.67
2018-12-08,1,1637.82
2018-12-08,2,1554.4
2018-12-08,3,1513.75
2018-12-08,4,1568.32
2018-12-08,5,1814.69
2018-12-08,6,2362.46
2018-12-08,7,2899.64
2018-12-08,8,3259.1
2018-12-08,9,3373.35
2018-12-08,10,3534.4
2018-12-08,11,3403.71
2018-12-08,12,3212.36
2018-12-08,13,2857.5
2018-12-08,14,2755.96
2018-12-08,15,2675.37
2018-12-08,16,2681.06
2018-12-08,17,2903.89
2018-12-08,18,3179.34
2018-12-08,19,3056.65
2018-12-08,20,2828.77
2018-12-08,21,2515.98
2018-12-08,22,2249.14
2018-12-08,23,1959.42
2018-12-09,0,1694.04
2018-12-09,1,1547.3
2018-12-09,2,1491.06
2018-12-09,3,1443.57
2018-12-09,4,1483.98
2018-12-09,5,1696.11
2018-12-09,6,2098.41
2018-12-09,7,2613.82
2018-12-09,8,3056.19
2018-12-09,9,3297.89
2018-12-09,10,3513.93
2018-12-09,11,3481.07
2018-12-09,12,3316.24
2018-12-09,13,2916.92
2018-12-09,14,2765.57
2018-12-09,15,2620.13
2018-12-09,16,2551.77
2018-12-09,17,2754.34
2018-12-09,18,2963.25
2018-12-09,19,2876.64
2018-12-09,20,2678.75
2018-12-09,21,2428.42
2018-12-09,22,2173.56
2018-12-09,23,1879.79
2018-12-10,0,1640.73
2018-12-10,1,1504.94
2018-12-10,2,1435.87
2018-12-10,3,1415.69
2018-12-10,4,1488.98
2018-12-10,5,1841.38
2018-12-10,6,2731.27
2018-12-10,7,3200.25
2018-12-10,8,3319.79
2018-12-10,9,3394.23
2018-12-10,10,3478.02
2018-12-10,11,3378.3
2018-12-10,12,3215.7
2018-12-10,13,2877
2018-12-10,14,2859.84
2018-12-10,15,2817.99
2018-12-10,16,2823.81
2018-12-10,17,3041.21
2018-12-10,18,3246.08
2018-12-10,19,3113.29
2018-12-10,20,2928.6
2018-12-10,21,2634.11
2018-12-10,22,2385.56
2018-12-10,23,2064.37
2018-12-11,0,1731.07
2018-12-11,1,1566.41
2018-12-11,2,1482.75
2018-12-11,3,1456.87
2018-12-11,4,1501.11
2018-12-11,5,1923.39
2018-12-11,6,2633.91
2018-12-11,7,3247.44
2018-12-11,8,3366.59
2018-12-11,9,3441.16
2018-12-11,10,3580.01
2018-12-11,11,3409
2018-12-11,12,3277.73
2018-12-11,13,2898.76
2018-12-11,14,2907.2
2018-12-11,15,2857.94
2018-12-11,16,2901.55
2018-12-11,17,3083.32
2018-12-11,18,3284.59
2018-12-11,19,3177.21
2018-12-11,20,2929.59
2018-12-11,21,2581.85
2018-12-11,22,2327.63
2018-12-11,23,2003.63
2018-12-12,0,1741.93
2018-12-12,1,1592.35
2018-12-12,2,1502.24
2018-12-12,3,1489.71
2018-12-12,4,1546.6
2018-12-12,5,1895.47
2018-12-12,6,2719.51
2018-12-12,7,3228.42
2018-12-12,8,3370.87
2018-12-12,9,3486.46
2018-12-12,10,3595.16
2018-12-12,11,3483.31
2018-12-12,12,3295.92
2018-12-12,13,2961.16
2018-12-12,14,2924.9
2018-12-12,15,2885.01
2018-12-12,16,2856.82
2018-12-12,17,3079.21
2018-12-12,18,3272.02
2018-12-12,19,3170.7
2018-12-12,20,2922.92
2018-12-12,21,2575.57
2018-12-12,22,2323.57
2018-12-12,23,2036.56
