year,month,day,hour,weekend,holiday,temp,precipitation,wind_speed,preasure,electricity_consumed
2017,5,19,0,0,0,32.65,0.4,10.4,1003.2,5594.11
2017,5,19,1,0,0,32.65,0.4,10.4,1003.2,5312.72
2017,5,19,2,0,0,32.65,0.4,10.4,1003.2,5086.63
2017,5,19,3,0,0,32.65,0.4,10.4,1003.2,4818.78
2017,5,19,4,0,0,32.65,0.4,10.4,1003.2,4576.29
2017,5,19,5,0,0,32.65,0.4,10.4,1003.2,4271.79
2017,5,19,6,0,0,32.65,0.4,10.4,1003.2,3994.1
2017,5,19,7,0,0,32.65,0.4,10.4,1003.2,3892.05
2017,5,19,8,0,0,32.65,0.4,10.4,1003.2,3835.5
2017,5,19,9,0,0,32.65,0.4,10.4,1003.2,4200.66
2017,5,19,10,0,0,32.65,0.4,10.4,1003.2,4750.96
2017,5,19,11,0,0,32.65,0.4,10.4,1003.2,4992.3
2017,5,19,12,0,0,32.65,0.4,10.4,1003.2,5175.56
2017,5,19,13,0,0,32.65,0.4,10.4,1003.2,5175.25
2017,5,19,14,0,0,32.65,0.4,10.4,1003.2,5476.9
2017,5,19,15,0,0,32.65,0.4,10.4,1003.2,5726.78
2017,5,19,16,0,0,32.65,0.4,10.4,1003.2,5408.49
2017,5,19,17,0,0,32.65,0.4,10.4,1003.2,4988.1
2017,5,19,18,0,0,32.65,0.4,10.4,1003.2,4693.34
2017,5,19,19,0,0,32.65,0.4,10.4,1003.2,4455.08
2017,5,19,20,0,0,32.65,0.4,10.4,1003.2,4542.88
2017,5,19,21,0,0,32.65,0.4,10.4,1003.2,4656.54
2017,5,19,22,0,0,32.65,0.4,10.4,1003.2,5092.19
2017,5,19,23,0,0,32.65,0.4,10.4,1003.2,5385.83
2017,5,20,0,1,0,34.25,0,8.6,,5290.07
2017,5,20,1,1,0,34.25,0,8.6,,5028.59
2017,5,20,2,1,0,34.25,0,8.6,,4758.08
2017,5,20,3,1,0,34.25,0,8.6,,4517.84
2017,5,20,4,1,0,34.25,0,8.6,,4264.96
2017,5,20,5,1,0,34.25,0,8.6,,3989.06
2017,5,20,6,1,0,34.25,0,8.6,,3743.91
2017,5,20,7,1,0,34.25,0,8.6,,3697.51
2017,5,20,8,1,0,34.25,0,8.6,,3707.74
2017,5,20,9,1,0,34.25,0,8.6,,3956.88
2017,5,20,10,1,0,34.25,0,8.6,,4318.02
2017,5,20,11,1,0,34.25,0,8.6,,4508.93
2017,5,20,12,1,0,34.25,0,8.6,,4592.07
2017,5,20,13,1,0,34.25,0,8.6,,4490.54
2017,5,20,14,1,0,34.25,0,8.6,,4716.14
2017,5,20,15,1,0,34.25,0,8.6,,4932.02
2017,5,20,16,1,0,34.25,0,8.6,,4926.99
2017,5,20,17,1,0,34.25,0,8.6,,4730.69
2017,5,20,18,1,0,34.25,0,8.6,,4492.96
2017,5,20,19,1,0,34.25,0,8.6,,4479.15
2017,5,20,20,1,0,34.25,0,8.6,,4578.04
2017,5,20,21,1,0,34.25,0,8.6,,4700.55
2017,5,20,22,1,0,34.25,0,8.6,,5049.96
2017,5,20,23,1,0,34.25,0,8.6,,5339.37
2017,5,21,0,1,0,31.15,,8.7,1002,5108.02
2017,5,21,1,1,0,31.15,,8.7,1002,4962.44
2017,5,21,2,1,0,31.15,,8.7,1002,4721.43
2017,5,21,3,1,0,31.15,,8.7,1002,4493.42
2017,5,21,4,1,0,31.15,,8.7,1002,4253.63
2017,5,21,5,1,0,31.15,,8.7,1002,4014.17
2017,5,21,6,1,0,31.15,,8.7,1002,3743.12
2017,5,21,7,1,0,31.15,,8.7,1002,3584.58
2017,5,21,8,1,0,31.15,,8.7,1002,3434.46
2017,5,21,9,1,0,31.15,,8.7,1002,3529.98
2017,5,21,10,1,0,31.15,,8.7,1002,3781.55
2017,5,21,11,1,0,31.15,,8.7,1002,4001.46
2017,5,21,12,1,0,31.15,,8.7,1002,4221.18
2017,5,21,13,1,0,31.15,,8.7,1002,4269.4
2017,5,21,14,1,0,31.15,,8.7,1002,4555.58
2017,5,21,15,1,0,31.15,,8.7,1002,4745.26
2017,5,21,16,1,0,31.15,,8.7,1002,4471.88
2017,5,21,17,1,0,31.15,,8.7,1002,3542.76
2017,5,21,18,1,0,31.15,,8.7,1002,3129.91
2017,5,21,19,1,0,31.15,,8.7,1002,3531
2017,5,21,20,1,0,31.15,,8.7,1002,3848.47
2017,5,21,21,1,0,31.15,,8.7,1002,3968.61
2017,5,21,22,1,0,31.15,,8.7,1002,4314.19
2017,5,21,23,1,0,31.15,,8.7,1002,4524.87
2017,5,22,0,0,0,27.5,0.3,7.8,1005.6,4461.7
2017,5,22,1,0,0,27.5,0.3,7.8,1005.6,4247.01
2017,5,22,2,0,0,27.5,0.3,7.8,1005.6,4062.5
2017,5,22,3,0,0,27.5,0.3,7.8,1005.6,3862.87
2017,5,22,4,0,0,27.5,0.3,7.8,1005.6,3670.38
2017,5,22,5,0,0,27.5,0.3,7.8,1005.6,3485.91
2017,5,22,6,0,0,27.5,0.3,7.8,1005.6,3356.33
2017,5,22,7,0,0,27.5,0.3,7.8,1005.6,3308.22
2017,5,22,8,0,0,27.5,0.3,7.8,1005.6,3400.67
2017,5,22,9,0,0,27.5,0.3,7.8,1005.6,3689.65
2017,5,22,10,0,0,27.5,0.3,7.8,1005.6,4030.99
2017,5,22,11,0,0,27.5,0.3,7.8,1005.6,4148.32
2017,5,22,12,0,0,27.5,0.3,7.8,1005.6,4175.68
2017,5,22,13,0,0,27.5,0.3,7.8,1005.6,3964.77
2017,5,22,14,0,0,27.5,0.3,7.8,1005.6,4066.9
2017,5,22,15,0,0,27.5,0.3,7.8,1005.6,4151.35
2017,5,22,16,0,0,27.5,0.3,7.8,1005.6,4086.15
2017,5,22,17,0,0,27.5,0.3,7.8,1005.6,4037.04
2017,5,22,18,0,0,27.5,0.3,7.8,1005.6,3916.87
2017,5,22,19,0,0,27.5,0.3,7.8,1005.6,3949.24
2017,5,22,20,0,0,27.5,0.3,7.8,1005.6,3953.38
2017,5,22,21,0,0,27.5,0.3,7.8,1005.6,3897.59
2017,5,22,22,0,0,27.5,0.3,7.8,1005.6,4100.39
2017,5,22,23,0,0,27.5,0.3,7.8,1005.6,4201.97
2017,5,23,0,0,0,33.75,0,7.3,,4076.11
2017,5,23,1,0,0,33.75,0,7.3,,3858.73
2017,5,23,2,0,0,33.75,0,7.3,,3649.15
2017,5,23,3,0,0,33.75,0,7.3,,3469.68
2017,5,23,4,0,0,33.75,0,7.3,,3305.5
2017,5,23,5,0,0,33.75,0,7.3,,3178.43
2017,5,23,6,0,0,33.75,0,7.3,,3142.92
2017,5,23,7,0,0,33.75,0,7.3,,3234.03
2017,5,23,8,0,0,33.75,0,7.3,,3404.38
2017,5,23,9,0,0,33.75,0,7.3,,3824.16
2017,5,23,10,0,0,33.75,0,7.3,,4298.71
2017,5,23,11,0,0,33.75,0,7.3,,4522.02
2017,5,23,12,0,0,33.75,0,7.3,,4594.58
2017,5,23,13,0,0,33.75,0,7.3,,4505.01
2017,5,23,14,0,0,33.75,0,7.3,,4716.89
2017,5,23,15,0,0,33.75,0,7.3,,4844.38
2017,5,23,16,0,0,33.75,0,7.3,,4793.82
2017,5,23,17,0,0,33.75,0,7.3,,4647.89
2017,5,23,18,0,0,33.75,0,7.3,,4399.71
2017,5,23,19,0,0,33.75,0,7.3,,4371.77
2017,5,23,20,0,0,33.75,0,7.3,,4401.02
2017,5,23,21,0,0,33.75,0,7.3,,4447.65
2017,5,23,22,0,0,33.75,0,7.3,,4826.72
2017,5,23,23,0,0,33.75,0,7.3,,5056.92
2017,5,24,0,0,0,35.6,,8.5,,4902.07
2017,5,24,1,0,0,35.6,,8.5,,4627.91
2017,5,24,2,0,0,35.6,,8.5,,4383.63
2017,5,24,3,0,0,35.6,,8.5,,4142.41
2017,5,24,4,0,0,35.6,,8.5,,3933.16
2017,5,24,5,0,0,35.6,,8.5,,3726.5
2017,5,24,6,0,0,35.6,,8.5,,3557.35
2017,5,24,7,0,0,35.6,,8.5,,3571.89
2017,5,24,8,0,0,35.6,,8.5,,3692.51
2017,5,24,9,0,0,35.6,,8.5,,4084.96
2017,5,24,10,0,0,35.6,,8.5,,4572.03
2017,5,24,11,0,0,35.6,,8.5,,4823.5
2017,5,24,12,0,0,35.6,,8.5,,4938.48
2017,5,24,13,0,0,35.6,,8.5,,4789.4
2017,5,24,14,0,0,35.6,,8.5,,5196.42
2017,5,24,15,0,0,35.6,,8.5,,5338.55
2017,5,24,16,0,0,35.6,,8.5,,5255.86
2017,5,24,17,0,0,35.6,,8.5,,5060.35
2017,5,24,18,0,0,35.6,,8.5,,4768.09
2017,5,24,19,0,0,35.6,,8.5,,4687.71
2017,5,24,20,0,0,35.6,,8.5,,4787.65
2017,5,24,21,0,0,35.6,,8.5,,4933.4
2017,5,24,22,0,0,35.6,,8.5,,5352.11
2017,5,24,23,0,0,35.6,,8.5,,5516.82
2017,5,25,0,0,0,36.5,,8.5,1001.4,5283.93
2017,5,25,1,0,0,36.5,,8.5,1001.4,5006.23
2017,5,25,2,0,0,36.5,,8.5,1001.4,4756.02
2017,5,25,3,0,0,36.5,,8.5,1001.4,4495.16
2017,5,25,4,0,0,36.5,,8.5,1001.4,4246.44
2017,5,25,5,0,0,36.5,,8.5,1001.4,4002.67
2017,5,25,6,0,0,36.5,,8.5,1001.4,3792.06
2017,5,25,7,0,0,36.5,,8.5,1001.4,3748.64
2017,5,25,8,0,0,36.5,,8.5,1001.4,3806.34
2017,5,25,9,0,0,36.5,,8.5,1001.4,4184.27
2017,5,25,10,0,0,36.5,,8.5,1001.4,4748.19
2017,5,25,11,0,0,36.5,,8.5,1001.4,5041.89
2017,5,25,12,0,0,36.5,,8.5,1001.4,5223.87
2017,5,25,13,0,0,36.5,,8.5,1001.4,5205.66
2017,5,25,14,0,0,36.5,,8.5,1001.4,5493.28
2017,5,25,15,0,0,36.5,,8.5,1001.4,5672.01
2017,5,25,16,0,0,36.5,,8.5,1001.4,5591.59
2017,5,25,17,0,0,36.5,,8.5,1001.4,5293.15
2017,5,25,18,0,0,36.5,,8.5,1001.4,5010.71
2017,5,25,19,0,0,36.5,,8.5,1001.4,4926.36
2017,5,25,20,0,0,36.5,,8.5,1001.4,5051.79
2017,5,25,21,0,0,36.5,,8.5,1001.4,5191.29
2017,5,25,22,0,0,36.5,,8.5,1001.4,5544.85
2017,5,25,23,0,0,36.5,,8.5,1001.4,5755.48
2017,5,26,0,0,0,37.65,,11.7,,5564.31
2017,5,26,1,0,0,37.65,,11.7,,5377.85
2017,5,26,2,0,0,37.65,,11.7,,5126.59
2017,5,26,3,0,0,37.65,,11.7,,4887.16
2017,5,26,4,0,0,37.65,,11.7,,4657.33
2017,5,26,5,0,0,37.65,,11.7,,4418.95
2017,5,26,6,0,0,37.65,,11.7,,4124.4
2017,5,26,7,0,0,37.65,,11.7,,4036.96
2017,5,26,8,0,0,37.65,,11.7,,4113.44
2017,5,26,9,0,0,37.65,,11.7,,4450.37
2017,5,26,10,0,0,37.65,,11.7,,4947.04
2017,5,26,11,0,0,37.65,,11.7,,5293.7
2017,5,26,12,0,0,37.65,,11.7,,5465.4
2017,5,26,13,0,0,37.65,,11.7,,5427.29
2017,5,26,14,0,0,37.65,,11.7,,5753.69
2017,5,26,15,0,0,37.65,,11.7,,5955.79
2017,5,26,16,0,0,37.65,,11.7,,5875.98
2017,5,26,17,0,0,37.65,,11.7,,5604.84
2017,5,26,18,0,0,37.65,,11.7,,5143.19
2017,5,26,19,0,0,37.65,,11.7,,5076.39
2017,5,26,20,0,0,37.65,,11.7,,5317.03
2017,5,26,21,0,0,37.65,,11.7,,5058.64
2017,5,26,22,0,0,37.65,,11.7,,5322.18
2017,5,26,23,0,0,37.65,,11.7,,5585.86
2017,5,27,0,1,0,34.85,,15.2,999.3,5485.91
2017,5,27,1,1,0,34.85,,15.2,999.3,5155.57
2017,5,27,2,1,0,34.85,,15.2,999.3,5084.2
2017,5,27,3,1,0,34.85,,15.2,999.3,4889.39
2017,5,27,4,1,0,34.85,,15.2,999.3,4668.24
2017,5,27,5,1,0,34.85,,15.2,999.3,4335.23
2017,5,27,6,1,0,34.85,,15.2,999.3,4025.67
2017,5,27,7,1,0,34.85,,15.2,999.3,3916.03
2017,5,27,8,1,0,34.85,,15.2,999.3,3894.55
2017,5,27,9,1,0,34.85,,15.2,999.3,4121.94
2017,5,27,10,1,0,34.85,,15.2,999.3,4528.5
2017,5,27,11,1,0,34.85,,15.2,999.3,4830.65
2017,5,27,12,1,0,34.85,,15.2,999.3,5072.66
2017,5,27,13,1,0,34.85,,15.2,999.3,5103.2
2017,5,27,14,1,0,34.85,,15.2,999.3,5527.81
2017,5,27,15,1,0,34.85,,15.2,999.3,5736.07
2017,5,27,16,1,0,34.85,,15.2,999.3,5629.36
2017,5,27,17,1,0,34.85,,15.2,999.3,5311.31
2017,5,27,18,1,0,34.85,,15.2,999.3,4888.33
2017,5,27,19,1,0,34.85,,15.2,999.3,4751.05
2017,5,27,20,1,0,34.85,,15.2,999.3,4842.93
2017,5,27,21,1,0,34.85,,15.2,999.3,4914.27
2017,5,27,22,1,0,34.85,,15.2,999.3,5217.59
2017,5,27,23,1,0,34.85,,15.2,999.3,5491.46
2017,5,28,0,1,0,31.6,6.45,17.9,999.9,5430.11
2017,5,28,1,1,0,31.6,6.45,17.9,999.9,5215.41
2017,5,28,2,1,0,31.6,6.45,17.9,999.9,4999.4
2017,5,28,3,1,0,31.6,6.45,17.9,999.9,4724.75
2017,5,28,4,1,0,31.6,6.45,17.9,999.9,4450.2
2017,5,28,5,1,0,31.6,6.45,17.9,999.9,4052.04
2017,5,28,6,1,0,31.6,6.45,17.9,999.9,3669.77
2017,5,28,7,1,0,31.6,6.45,17.9,999.9,3521.87
2017,5,28,8,1,0,31.6,6.45,17.9,999.9,3461.81
2017,5,28,9,1,0,31.6,6.45,17.9,999.9,3543.08
2017,5,28,10,1,0,31.6,6.45,17.9,999.9,3800.17
2017,5,28,11,1,0,31.6,6.45,17.9,999.9,3995.54
2017,5,28,12,1,0,31.6,6.45,17.9,999.9,4155.88
2017,5,28,13,1,0,31.6,6.45,17.9,999.9,4202.58
2017,5,28,14,1,0,31.6,6.45,17.9,999.9,4489.27
2017,5,28,15,1,0,31.6,6.45,17.9,999.9,4669.17
2017,5,28,16,1,0,31.6,6.45,17.9,999.9,4588.2
2017,5,28,17,1,0,31.6,6.45,17.9,999.9,4379.1
2017,5,28,18,1,0,31.6,6.45,17.9,999.9,4207.09
2017,5,28,19,1,0,31.6,6.45,17.9,999.9,4200.59
2017,5,28,20,1,0,31.6,6.45,17.9,999.9,4401.26
2017,5,28,21,1,0,31.6,6.45,17.9,999.9,4581.65
2017,5,28,22,1,0,31.6,6.45,17.9,999.9,5010.5
2017,5,28,23,1,0,31.6,6.45,17.9,999.9,5296.86
2017,5,29,0,0,0,28.6,6.5,12,1000.8,5151.9
2017,5,29,1,0,0,28.6,6.5,12,1000.8,4860.91
2017,5,29,2,0,0,28.6,6.5,12,1000.8,4609.39
2017,5,29,3,0,0,28.6,6.5,12,1000.8,4368.62
2017,5,29,4,0,0,28.6,6.5,12,1000.8,4213.08
2017,5,29,5,0,0,28.6,6.5,12,1000.8,3845.03
2017,5,29,6,0,0,28.6,6.5,12,1000.8,3417.44
2017,5,29,7,0,0,28.6,6.5,12,1000.8,3336.81
2017,5,29,8,0,0,28.6,6.5,12,1000.8,3361.28
2017,5,29,9,0,0,28.6,6.5,12,1000.8,3681.39
2017,5,29,10,0,0,28.6,6.5,12,1000.8,4168.7
2017,5,29,11,0,0,28.6,6.5,12,1000.8,4396.57
2017,5,29,12,0,0,28.6,6.5,12,1000.8,4502.09
2017,5,29,13,0,0,28.6,6.5,12,1000.8,4444.33
2017,5,29,14,0,0,28.6,6.5,12,1000.8,4635.66
2017,5,29,15,0,0,28.6,6.5,12,1000.8,4790.39
2017,5,29,16,0,0,28.6,6.5,12,1000.8,4757.39
2017,5,29,17,0,0,28.6,6.5,12,1000.8,4609.65
2017,5,29,18,0,0,28.6,6.5,12,1000.8,4390.3
2017,5,29,19,0,0,28.6,6.5,12,1000.8,4326.18
2017,5,29,20,0,0,28.6,6.5,12,1000.8,4380.79
2017,5,29,21,0,0,28.6,6.5,12,1000.8,4408.34
2017,5,29,22,0,0,28.6,6.5,12,1000.8,4746.29
2017,5,29,23,0,0,28.6,6.5,12,1000.8,4953.59
2017,5,30,0,0,0,32.25,0,8.6,999.1,4779.66
2017,5,30,1,0,0,32.25,0,8.6,999.1,4517.03
2017,5,30,2,0,0,32.25,0,8.6,999.1,4276.6
2017,5,30,3,0,0,32.25,0,8.6,999.1,4050.25
2017,5,30,4,0,0,32.25,0,8.6,999.1,3869.15
2017,5,30,5,0,0,32.25,0,8.6,999.1,3639.8
2017,5,30,6,0,0,32.25,0,8.6,999.1,3494.77
2017,5,30,7,0,0,32.25,0,8.6,999.1,3538.58
2017,5,30,8,0,0,32.25,0,8.6,999.1,3673.98
2017,5,30,9,0,0,32.25,0,8.6,999.1,4062.79
2017,5,30,10,0,0,32.25,0,8.6,999.1,4504.59
2017,5,30,11,0,0,32.25,0,8.6,999.1,4706.11
2017,5,30,12,0,0,32.25,0,8.6,999.1,4813.93
2017,5,30,13,0,0,32.25,0,8.6,999.1,4764.7
2017,5,30,14,0,0,32.25,0,8.6,999.1,5011.76
2017,5,30,15,0,0,32.25,0,8.6,999.1,5184.31
2017,5,30,16,0,0,32.25,0,8.6,999.1,5117.75
2017,5,30,17,0,0,32.25,0,8.6,999.1,4907.48
2017,5,30,18,0,0,32.25,0,8.6,999.1,4640.25
2017,5,30,19,0,0,32.25,0,8.6,999.1,4525.59
2017,5,30,20,0,0,32.25,0,8.6,999.1,4604.71
2017,5,30,21,0,0,32.25,0,8.6,999.1,4693.3
2017,5,30,22,0,0,32.25,0,8.6,999.1,5063.87
2017,5,30,23,0,0,32.25,0,8.6,999.1,5286.67
2017,5,31,0,0,0,28.9,,13.2,1000.9,5107.1
2017,5,31,1,0,0,28.9,,13.2,1000.9,4803.31
2017,5,31,2,0,0,28.9,,13.2,1000.9,4520.05
2017,5,31,3,0,0,28.9,,13.2,1000.9,4240.46
2017,5,31,4,0,0,28.9,,13.2,1000.9,4013.68
2017,5,31,5,0,0,28.9,,13.2,1000.9,3768.14
2017,5,31,6,0,0,28.9,,13.2,1000.9,3592.78
2017,5,31,7,0,0,28.9,,13.2,1000.9,3618.21
2017,5,31,8,0,0,28.9,,13.2,1000.9,3756.34
2017,5,31,9,0,0,28.9,,13.2,1000.9,4152.69
2017,5,31,10,0,0,28.9,,13.2,1000.9,4627.14
2017,5,31,11,0,0,28.9,,13.2,1000.9,4763.06
2017,5,31,12,0,0,28.9,,13.2,1000.9,4440.98
2017,5,31,13,0,0,28.9,,13.2,1000.9,4010.1
2017,5,31,14,0,0,28.9,,13.2,1000.9,4326.64
2017,5,31,15,0,0,28.9,,13.2,1000.9,4490.37
2017,5,31,16,0,0,28.9,,13.2,1000.9,4452.87
2017,5,31,17,0,0,28.9,,13.2,1000.9,4408.04
2017,5,31,18,0,0,28.9,,13.2,1000.9,4301.75
2017,5,31,19,0,0,28.9,,13.2,1000.9,4213.28
2017,5,31,20,0,0,28.9,,13.2,1000.9,4245.48
2017,5,31,21,0,0,28.9,,13.2,1000.9,4209.06
2017,5,31,22,0,0,28.9,,13.2,1000.9,4456.56
2017,5,31,23,0,0,28.9,,13.2,1000.9,4647.48
2017,6,1,0,0,0,32.8,,10.3,1002.3,4492.17
2017,6,1,1,0,0,32.8,,10.3,1002.3,4226.02
2017,6,1,2,0,0,32.8,,10.3,1002.3,4014.53
2017,6,1,3,0,0,32.8,,10.3,1002.3,3791.61
2017,6,1,4,0,0,32.8,,10.3,1002.3,3626.7
2017,6,1,5,0,0,32.8,,10.3,1002.3,3460.44
2017,6,1,6,0,0,32.8,,10.3,1002.3,3321.63
2017,6,1,7,0,0,32.8,,10.3,1002.3,3393.15
2017,6,1,8,0,0,32.8,,10.3,1002.3,3560.43
2017,6,1,9,0,0,32.8,,10.3,1002.3,3952.38
2017,6,1,10,0,0,32.8,,10.3,1002.3,4431.43
2017,6,1,11,0,0,32.8,,10.3,1002.3,4603.29
2017,6,1,12,0,0,32.8,,10.3,1002.3,4730.17
2017,6,1,13,0,0,32.8,,10.3,1002.3,4650.95
2017,6,1,14,0,0,32.8,,10.3,1002.3,4915.39
2017,6,1,15,0,0,32.8,,10.3,1002.3,5086.66
2017,6,1,16,0,0,32.8,,10.3,1002.3,5043.17
2017,6,1,17,0,0,32.8,,10.3,1002.3,4857.83
2017,6,1,18,0,0,32.8,,10.3,1002.3,4599.46
2017,6,1,19,0,0,32.8,,10.3,1002.3,4494.84
2017,6,1,20,0,0,32.8,,10.3,1002.3,4552.48
2017,6,1,21,0,0,32.8,,10.3,1002.3,4626.3
2017,6,1,22,0,0,32.8,,10.3,1002.3,5033.83
2017,6,1,23,0,0,32.8,,10.3,1002.3,5248.75
2017,6,2,0,0,0,35.1,,9,1001.9,5028.07
2017,6,2,1,0,0,35.1,,9,1001.9,4754.81
2017,6,2,2,0,0,35.1,,9,1001.9,4474.46
2017,6,2,3,0,0,35.1,,9,1001.9,4208.53
2017,6,2,4,0,0,35.1,,9,1001.9,3992.75
2017,6,2,5,0,0,35.1,,9,1001.9,3747.63
2017,6,2,6,0,0,35.1,,9,1001.9,3556.21
2017,6,2,7,0,0,35.1,,9,1001.9,3619.38
2017,6,2,8,0,0,35.1,,9,1001.9,3743.68
2017,6,2,9,0,0,35.1,,9,1001.9,4123.55
2017,6,2,10,0,0,35.1,,9,1001.9,4593.7
2017,6,2,11,0,0,35.1,,9,1001.9,4791.86
2017,6,2,12,0,0,35.1,,9,1001.9,4893.97
2017,6,2,13,0,0,35.1,,9,1001.9,4770.99
2017,6,2,14,0,0,35.1,,9,1001.9,5066.39
2017,6,2,15,0,0,35.1,,9,1001.9,5272.62
2017,6,2,16,0,0,35.1,,9,1001.9,5212.91
2017,6,2,17,0,0,35.1,,9,1001.9,5001.87
2017,6,2,18,0,0,35.1,,9,1001.9,4733.17
2017,6,2,19,0,0,35.1,,9,1001.9,4647.82
2017,6,2,20,0,0,35.1,,9,1001.9,4741.33
2017,6,2,21,0,0,35.1,,9,1001.9,4823.29
2017,6,2,22,0,0,35.1,,9,1001.9,5232.05
2017,6,2,23,0,0,35.1,,9,1001.9,5478.21
2017,6,3,0,1,0,37.65,,11.7,,5273.95
2017,6,3,1,1,0,37.65,,11.7,,5100.21
2017,6,3,2,1,0,37.65,,11.7,,4847.94
2017,6,3,3,1,0,37.65,,11.7,,4575.34
2017,6,3,4,1,0,37.65,,11.7,,4385.3
2017,6,3,5,1,0,37.65,,11.7,,4129.84
2017,6,3,6,1,0,37.65,,11.7,,4025.39
2017,6,3,7,1,0,37.65,,11.7,,3834.42
2017,6,3,8,1,0,37.65,,11.7,,3857.26
2017,6,3,9,1,0,37.65,,11.7,,4093.66
2017,6,3,10,1,0,37.65,,11.7,,4488.23
2017,6,3,11,1,0,37.65,,11.7,,4725
2017,6,3,12,1,0,37.65,,11.7,,4933.92
2017,6,3,13,1,0,37.65,,11.7,,4849.45
2017,6,3,14,1,0,37.65,,11.7,,5147.05
2017,6,3,15,1,0,37.65,,11.7,,5335.82
2017,6,3,16,1,0,37.65,,11.7,,5314.45
2017,6,3,17,1,0,37.65,,11.7,,5068.46
2017,6,3,18,1,0,37.65,,11.7,,4776.37
2017,6,3,19,1,0,37.65,,11.7,,4675.29
2017,6,3,20,1,0,37.65,,11.7,,4843
2017,6,3,21,1,0,37.65,,11.7,,4979.62
2017,6,3,22,1,0,37.65,,11.7,,5355.88
2017,6,3,23,1,0,37.65,,11.7,,5597.85
2017,6,4,0,1,0,40.05,,13,998.5,5465.91
2017,6,4,1,1,0,40.05,,13,998.5,5316.55
2017,6,4,2,1,0,40.05,,13,998.5,5155.57
2017,6,4,3,1,0,40.05,,13,998.5,4893.83
2017,6,4,4,1,0,40.05,,13,998.5,4639.69
2017,6,4,5,1,0,40.05,,13,998.5,4341.34
2017,6,4,6,1,0,40.05,,13,998.5,4014.18
2017,6,4,7,1,0,40.05,,13,998.5,3909.45
2017,6,4,8,1,0,40.05,,13,998.5,3826.45
2017,6,4,9,1,0,40.05,,13,998.5,3882.01
2017,6,4,10,1,0,40.05,,13,998.5,4077.91
2017,6,4,11,1,0,40.05,,13,998.5,4368.31
2017,6,4,12,1,0,40.05,,13,998.5,4621.52
2017,6,4,13,1,0,40.05,,13,998.5,4787.04
2017,6,4,14,1,0,40.05,,13,998.5,5184.06
2017,6,4,15,1,0,40.05,,13,998.5,5360.5
2017,6,4,16,1,0,40.05,,13,998.5,5361.02
2017,6,4,17,1,0,40.05,,13,998.5,5034.12
2017,6,4,18,1,0,40.05,,13,998.5,4751.78
2017,6,4,19,1,0,40.05,,13,998.5,4726.05
2017,6,4,20,1,0,40.05,,13,998.5,4868.3
2017,6,4,21,1,0,40.05,,13,998.5,5148.83
2017,6,4,22,1,0,40.05,,13,998.5,5510.2
2017,6,4,23,1,0,40.05,,13,998.5,5713.69
2017,6,5,0,0,0,39.85,,16.6,999.2,5684.06
2017,6,5,1,0,0,39.85,,16.6,999.2,5548.65
2017,6,5,2,0,0,39.85,,16.6,999.2,5375.01
2017,6,5,3,0,0,39.85,,16.6,999.2,5186.69
2017,6,5,4,0,0,39.85,,16.6,999.2,5045.54
2017,6,5,5,0,0,39.85,,16.6,999.2,4793.55
2017,6,5,6,0,0,39.85,,16.6,999.2,4522.96
2017,6,5,7,0,0,39.85,,16.6,999.2,4385.75
2017,6,5,8,0,0,39.85,,16.6,999.2,4494.44
2017,6,5,9,0,0,39.85,,16.6,999.2,4858.85
2017,6,5,10,0,0,39.85,,16.6,999.2,5355.09
2017,6,5,11,0,0,39.85,,16.6,999.2,5631.59
2017,6,5,12,0,0,39.85,,16.6,999.2,5845.5
2017,6,5,13,0,0,39.85,,16.6,999.2,5939.27
2017,6,5,14,0,0,39.85,,16.6,999.2,6191.8
2017,6,5,15,0,0,39.85,,16.6,999.2,6241.33
2017,6,5,16,0,0,39.85,,16.6,999.2,6200.1
2017,6,5,17,0,0,39.85,,16.6,999.2,5899.14
2017,6,5,18,0,0,39.85,,16.6,999.2,5383.55
2017,6,5,19,0,0,39.85,,16.6,999.2,5226.01
2017,6,5,20,0,0,39.85,,16.6,999.2,5407.95
2017,6,5,21,0,0,39.85,,16.6,999.2,5641.87
2017,6,5,22,0,0,39.85,,16.6,999.2,6030.02
2017,6,5,23,0,0,39.85,,16.6,999.2,6094.92
2017,6,6,0,0,0,37.4,,16,,5964.52
2017,6,6,1,0,0,37.4,,16,,5837.75
2017,6,6,2,0,0,37.4,,16,,5720.91
2017,6,6,3,0,0,37.4,,16,,5545.35
2017,6,6,4,0,0,37.4,,16,,5343.2
2017,6,6,5,0,0,37.4,,16,,5036.57
2017,6,6,6,0,0,37.4,,16,,4749.84
2017,6,6,7,0,0,37.4,,16,,4586.11
2017,6,6,8,0,0,37.4,,16,,4607.44
2017,6,6,9,0,0,37.4,,16,,4914.31
2017,6,6,10,0,0,37.4,,16,,5418.59
2017,6,6,11,0,0,37.4,,16,,5728.2
2017,6,6,12,0,0,37.4,,16,,5906.38
2017,6,6,13,0,0,37.4,,16,,6022.61
2017,6,6,14,0,0,37.4,,16,,6350.52
2017,6,6,15,0,0,37.4,,16,,6457.29
2017,6,6,16,0,0,37.4,,16,,6327.68
2017,6,6,17,0,0,37.4,,16,,6006.94
2017,6,6,18,0,0,37.4,,16,,5475.96
2017,6,6,19,0,0,37.4,,16,,5404.23
2017,6,6,20,0,0,37.4,,16,,5521.08
